Makespan,Energy,Reliability
849.8636392636366,323507.5720161271,-76.17451888528137
849.8636392636366,323473.91148177645,-76.1952173268398
848.9469725969698,322682.7924567583,-81.12467930375176
824.4583362333335,300129.4887487425,-106.05792264430012
838.4350678350652,313026.8472947345,-86.10604645743142
838.52886292886,313177.01747525024,-81.12541590548337
855.9161284411257,329088.7534972093,-71.12641148268392
832.8795122795095,307932.7394703442,-91.04837660173159
849.0045122795095,322721.79450970195,-81.11606301226549
874.3257604757579,346095.86004775413,-66.18942533189032
830.2550534050506,305520.15421121346,-96.04188026695532
854.6255440255413,327939.0602037389,-76.19444202020199
849.8636392636366,323550.01499366673,-76.20137539321787
826.2669581669552,301838.5475364695,-121.05453450216454
840.2406233906206,314719.4187513002,-81.12928344516591
857.6590938090912,330744.7258428335,-71.15079379148628
856.621575771573,329731.8743787713,-71.17438971861469
837.9687979937952,312533.93632391555,-91.17063883116876
840.208155858153,314685.70928792335,-91.07892463564214
889.383480533478,359916.9030943234,-66.34303019480515
835.671178946176,310499.35950756626,-96.07951331890325
837.2067128567103,311907.3941470903,-96.04246554112551
830.2550534050506,305534.39041823364,-106.05355944805196
831.7234877484849,306831.4081255497,-101.06931602092348
834.6035382535356,309553.3180608023,-101.06003967171718
828.9626652376626,304331.7202272418,-131.07657238095243
890.6031775031747,361134.86610775755,-71.12866471500716
863.4350678350653,336011.7330108891,-76.24045340909089
853.6479105479077,327025.2144035006,-81.13855282828283
863.4469725969699,336007.01152659603,-71.16234856782103
