Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,915.8520952520926,384052.2062135441,-156.60027459956706,128274569303.75287
1,903.5793679793653,372787.7032137209,-131.53299598124096,144398226494.92532
2,903.5793679793653,372787.7032137209,-131.53299598124096,175353766544.11954
3,896.6884949634923,366523.41446384706,-126.41826189754688,188246857894.85013
4,896.6884949634923,366523.41446384706,-126.41826189754688,199520198183.2321
5,886.5241731741704,357097.0562844062,-111.36375780663784,218203232086.4424
6,886.5241731741704,357097.0562844062,-111.36375780663784,226319294701.80493
7,886.5241731741704,357097.0562844062,-111.36375780663784,234260525735.7334
8,886.5241731741704,357097.0562844062,-111.36375780663784,248322556520.48538
9,886.3333362333333,356912.58341668604,-106.3386225685426,251176042950.02603
10,886.3333362333333,356912.58341668604,-106.3386225685426,256479664842.67908
11,886.3333362333333,356912.58341668604,-106.3386225685426,264946695366.77557
12,886.3333362333333,356912.58341668604,-106.3386225685426,264935370961.29172
13,876.2860779360751,347618.71190191346,-101.35012797258301,273623122564.0185
14,874.1616190616164,345649.01175356214,-106.32747984126989,281226254715.63354
15,874.1616190616164,345649.01175356214,-106.32747984126989,283041882328.1983
16,874.1616190616164,345649.01175356214,-106.32747984126989,288157202466.7597
17,874.1616190616164,345649.01175356214,-106.32747984126989,290139962760.8049
18,871.6652265652237,343384.61146263854,-106.3575257900433,291354081923.7727
19,870.3452409952382,342168.8888132229,-101.35437788239537,305978172996.246
20,869.6666695666665,341557.7355195538,-86.30279215728716,311887634825.2858
21,869.6666695666665,341557.7355195538,-86.30279215728716,312734555878.7396
22,868.7777806777779,340779.64829311473,-86.28349422077922,312592110138.1873
23,868.7777806777779,340779.64829311473,-86.28349422077922,324656469379.15155
24,868.7777806777779,340779.64829311473,-86.28349422077922,338247914396.07043
25,864.1746060746033,336546.9959910296,-86.24947146464643,342790534826.1288
26,864.1746060746033,336546.9959910296,-86.24947146464643,353691227019.4659
27,864.1746060746033,336546.9959910296,-86.24947146464643,357844249894.06195
28,851.9776363776336,325334.7499889769,-111.17587385281388,353433999535.5837
29,851.9776363776336,325334.7499889769,-111.17587385281388,355299859816.4296
30,851.9776363776336,325334.7499889769,-111.17587385281388,360681287941.70276
31,851.9776363776336,325334.7499889769,-111.17587385281388,362609577034.53937
32,851.9776363776336,325334.7499889769,-111.17587385281388,370145017290.2313
33,851.9776363776336,325334.7499889769,-111.17587385281388,378945289094.40466
34,851.9776363776336,325334.7499889769,-111.17587385281388,387667475197.9219
35,851.9776363776336,325334.7499889769,-111.17587385281388,388409637482.82434
36,851.5638557138528,324981.0522502827,-86.14317510822511,391422087600.14453
37,848.5496060746033,322191.4368699798,-81.16194181096675,393539246650.5763
38,848.5496060746033,322191.4368699798,-81.16194181096675,403691026102.3639
39,848.5496060746033,322191.4368699798,-81.16194181096675,408693508808.4964
40,848.1657676907648,321854.6441629667,-91.14841224747471,407366441793.3054
41,844.4920663920635,318477.5527983455,-91.1221803860029,409849037821.3786
42,843.8733795233769,317888.5012696949,-91.18879387806636,410406865146.8354
43,843.8733795233769,317888.5012696949,-91.18879387806636,414385949228.52435
44,843.8733795233769,317888.5012696949,-91.18879387806636,413329536444.82404
45,840.7777806777776,315057.3402982408,-91.21906443001438,414843288839.7774
46,840.7777806777776,315057.3402982408,-91.21906443001438,414292044789.4468
47,840.7777806777776,315057.3402982408,-91.21906443001438,414332051317.61707
48,840.7777806777776,315057.3402982408,-91.21906443001438,413300801578.6572
49,840.7777806777776,315057.3402982408,-91.21906443001438,413066227529.7611
