Makespan,Energy,Reliability
877.403321803319,348741.26695015654,-61.28654204906201
861.9899018898993,334518.14855323394,-66.1739877489177
848.5496060746033,322191.4368699798,-81.16194181096675
861.9899018898993,334519.7797420868,-66.14894942640689
856.862917762915,329819.02481984266,-71.23006077922074
884.9285743285716,355694.60856061836,-56.22465608225104
852.6051616301588,325939.0672203153,-81.16182882756134
843.8733795233769,317888.5012696949,-91.18879387806636
844.6580115580089,318626.6697479704,-86.23085165223661
848.4184733184707,322092.4363281834,-86.1658243145743
852.6121962621935,325907.18351270695,-81.13251819985564
840.7777806777776,315057.3402982408,-91.21906443001438
844.4920663920635,318455.7306407121,-91.11645927489177
851.1289711539683,324582.0700574725,-81.16883371572868
851.1289711539683,324548.79241099703,-81.18746928210673
864.1746060746033,336543.01618270343,-66.24148416305914
883.8809552809525,354761.7499143918,-66.18255633477631
872.5277806777779,344314.1923707301,-66.18864608585855
861.9899018898993,334582.3873703263,-71.18814271284268
856.8780692780665,329837.95235647686,-81.127497564935
856.8780692780665,329839.3641197092,-76.11678883477629
894.0753997253971,364170.9482904092,-61.12458204545449
853.2907676907648,326550.86518359446,-81.15883220418468
843.6884949634922,317740.0716350122,-96.1448803860029
843.6765902015873,317701.53815754456,-96.20911860028859
844.4920663920635,318477.5527983455,-91.1221803860029
902.520565670563,371828.8819691285,-61.355954433621875
843.6884949634922,317755.84478373156,-111.17167997835496
883.1428600428574,353948.24393355125,-66.19533965367962
867.9516623516595,340065.2853304812,-76.24506375541125
