Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,1800.6231991481968,1201486.4808176425,-245.27676231962477,2371401317092.329
1,1698.4574343574316,1107171.6695274834,-230.02327870490618,2972841492326.8423
2,1698.4574343574316,1107171.6695274834,-230.02327870490618,3243627584133.476
3,1698.4574343574316,1107171.6695274834,-230.02327870490618,3497954605033.6084
4,1675.76894229394,1086622.9859493598,-224.8872836616161,3579266521684.133
5,1670.1439422939395,1081776.2768743378,-219.91273595598844,3797589174680.415
6,1670.1439422939395,1081732.6293274222,-219.76386269841274,4033173751469.978
7,1649.3171024670992,1061933.7389640736,-214.5086953210678,4254371704416.6387
8,1649.3171024670992,1061933.7389640736,-214.5086953210678,4376394653581.271
9,1649.3171024670992,1061896.33569771,-209.53514123015876,4470004436240.02
10,1624.0045122795093,1039034.1206917834,-224.71008494588747,4618560623705.32
11,1624.0045122795093,1039034.1206917834,-224.71008494588747,4838176087391.949
12,1624.0045122795093,1039034.1206917834,-224.71008494588747,5104867250762.652
13,1624.0045122795093,1039034.1206917834,-224.71008494588747,5268494090001.527
14,1614.7431486431458,1030394.3119239695,-219.60970702380953,5360993155815.72
15,1614.7431486431458,1030394.3119239695,-219.60970702380953,5370690165619.952
16,1605.332253982251,1021929.3246744095,-219.33490299422792,5384363596656.408
17,1605.332253982251,1021929.3246744095,-219.33490299422792,5454815072191.421
18,1605.332253982251,1021929.3246744095,-219.33490299422792,5501311672683.109
19,1603.2352121352096,1019749.6548294353,-184.57901185786434,5589900623490.735
20,1589.1774920774892,1006681.396671116,-194.27289572510813,5714888548917.585
21,1579.9772756272723,998454.4209327967,-184.32768410894656,5800988777673.967
22,1579.9772756272723,998454.4209327967,-184.32768410894656,5862744557732.771
23,1579.9772756272723,998454.4209327967,-184.32768410894656,5943290457594.54
24,1579.9772756272723,998454.4209327967,-184.32768410894656,6001220183544.694
25,1579.9772756272723,998454.4209327967,-184.32768410894656,6051236693694.041
26,1579.9772756272723,998454.4209327967,-184.32768410894656,6115251026206.901
27,1573.241525266522,991857.1523330638,-189.07734684704172,6143871891696.81
28,1554.9673549923516,975314.3492702353,-193.74298886002873,6226342618769.045
29,1554.9673549923516,975314.3492702353,-193.74298886002873,6405094491139.592
30,1554.9673549923516,975314.3492702353,-193.74298886002873,6584819420659.208
31,1554.9673549923516,975314.3492702353,-193.74298886002873,6665804837059.678
32,1538.8997142997114,960620.9897968267,-183.93682445526684,6776578599454.048
33,1538.8997142997114,960620.9897968267,-183.93682445526684,6868793263921.993
34,1538.8997142997114,960620.9897968267,-183.93682445526684,7002427559160.532
35,1538.8997142997114,960620.9897968267,-183.93682445526684,7075217179307.97
36,1538.8997142997114,960390.500364002,-174.07799129509382,7105482299516.988
37,1538.8997142997114,960390.500364002,-174.07799129509382,7154413786954.242
38,1538.8997142997114,960390.500364002,-174.07799129509382,7158848476811.924
39,1538.8997142997114,960390.500364002,-174.07799129509382,7173160833870.93
40,1538.8997142997114,960390.500364002,-174.07799129509382,7172219860729.513
41,1538.8997142997114,960390.500364002,-174.07799129509382,7210939386934.208
42,1532.9146854396822,955075.8643589403,-188.987749098124,7311694334600.569
43,1532.9146854396822,955075.8643589403,-188.987749098124,7355127895782.26
44,1519.5193030442997,942509.8220596077,-158.85733229076482,7361306460699.344
45,1517.7548730298695,940957.4287056141,-198.67080652958154,7501289705726.008
46,1517.7548730298695,940957.4287056141,-198.67080652958154,7503780483111.296
47,1513.8127734627706,937371.931697043,-203.90008737373734,7531183344768.121
48,1513.8127734627706,937371.931697043,-203.90008737373734,7579602735064.564
49,1513.8127734627706,937371.931697043,-203.90008737373734,7659193609174.7
