Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,1806.5665613415592,1206835.544961867,-230.44607236652246,2040639848763.0527
1,1806.5665613415592,1206835.544961867,-230.44607236652246,2339647529409.181
2,1777.3068210818185,1179847.2321363327,-255.38402640692652,2744966664996.8604
3,1771.4237041987017,1174460.3040696806,-205.21516211760473,3066050647048.5195
4,1717.2132063632037,1124835.714445799,-194.9723945707071,3374829984491.2676
5,1711.56277346277,1119146.1695407657,-240.34213025252527,3630418382134.4424
6,1711.56277346277,1119146.1695407657,-240.34213025252527,3879618555007.5635
7,1711.56277346277,1119146.1695407657,-240.34213025252527,4073983793740.283
8,1698.7611861611829,1107712.9905827283,-204.8136292676769,4202011465110.2817
9,1642.246034646032,1055702.5714274654,-189.3826713059163,4274229910531.3633
10,1637.6385310385276,1051280.6998672518,-204.64074322510822,4445998086639.822
11,1637.6385310385276,1051280.6998672518,-204.64074322510822,4677121204049.213
12,1637.6385310385276,1051280.6998672518,-204.64074322510822,5108032112135.209
13,1579.3849235349203,997810.4311766677,-179.40303123015875,5565253500831.714
14,1579.3849235349203,997810.4311766677,-179.40303123015875,5744147195681.144
15,1579.3849235349203,997810.4311766677,-179.40303123015875,5831342435807.741
16,1575.7335887585853,994567.6242322662,-164.30444277056282,6058239426086.258
17,1575.7335887585853,994567.6242322662,-164.30444277056282,6181456651013.498
18,1575.7335887585853,994567.6242322662,-164.30444277056282,6240856917255.586
19,1575.7335887585853,994567.6242322662,-164.30444277056282,6352074715738.488
20,1572.571972596969,991385.0751813031,-184.33126131673885,6372426748256.78
21,1567.087665237662,986338.0331536192,-184.16323238816742,6495956436988.541
22,1567.087665237662,986338.0331536192,-184.16323238816742,6584957267145.859
23,1567.087665237662,986338.0331536192,-184.16323238816742,6696703344336.254
24,1567.087665237662,986184.369110762,-184.1062985786436,6758597009044.58
25,1558.1904790904755,978023.2465938355,-198.97297226911982,6810174979468.271
26,1558.1904790904755,978023.2465938355,-198.97297226911982,6821743983324.079
27,1554.448776348773,974662.5845371583,-198.97778147546902,6791117332321.982
28,1532.087665237662,954055.8113153147,-204.0708207575758,6782660331478.031
29,1532.087665237662,954055.8113153147,-204.0708207575758,6793731835027.258
30,1532.087665237662,954055.8113153147,-204.0708207575758,6821111083607.565
31,1522.9166695666663,945684.9819335182,-178.93514813852815,6864182134734.036
32,1522.9166695666663,945684.9819335182,-178.93514813852815,6879568405986.415
33,1522.9166695666663,945684.9819335182,-178.93514813852815,6873649198210.674
34,1522.9166695666663,945684.9819335182,-178.93514813852815,6938555928493.931
35,1522.9166695666663,945684.9819335182,-178.93514813852815,7032167888729.098
36,1522.9166695666663,945684.9819335182,-178.93514813852815,7068059111878.75
37,1505.5591659591626,929745.62685727,-193.64072457792207,7144848945032.083
38,1505.5591659591626,929745.62685727,-193.64072457792207,7188336887370.644
39,1505.5591659591626,929745.62685727,-193.64072457792207,7204791610246.62
40,1505.5591659591626,929745.62685727,-193.64072457792207,7250962042145.499
41,1496.2563160313125,921370.7264991964,-198.70725265873017,7328118077341.08
42,1479.6497142997111,905963.897866913,-198.5405890873016,7360306992776.286
43,1477.6170663920632,904075.2377425262,-198.5133102525253,7431101344093.804
44,1477.6170663920632,904075.2377425262,-198.5133102525253,7486641491927.083
45,1463.4989206489176,891081.231868266,-183.40826513347773,7528840808621.587
46,1463.4989206489176,891081.231868266,-183.40826513347773,7554599855632.932
47,1463.4989206489176,891081.231868266,-183.40826513347773,7591646540945.673
48,1463.4989206489176,891081.231868266,-183.40826513347773,7631304796210.727
49,1463.4989206489176,891081.231868266,-183.40826513347773,7645979936364.766
