Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,1865.5149740399722,1260982.228816514,-225.20876828643586,Balanced,59.938300298300106,High,Fast,Flat,2023136196025.3887
1,1820.0512294512268,1218973.367969327,-245.2648478318904,Exploit,50.68250817878546,High,Fast,Rise,2465724733407.9204
2,1820.0512294512268,1218973.367969327,-245.2648478318904,Exploit,-0.8350377973710987,High,Fast,Rise,2872476116507.451
3,1793.6978744728715,1194900.6047546007,-230.14451671356423,Balanced,31.37223433854432,High,Stagnant,Rise,2926706627745.1973
4,1793.6978744728715,1194891.896054323,-225.1828528246753,Exploit,-0.9651561853305894,High,Fast,Rise,3028684251074.0864
5,1782.7851760601743,1184593.3017090608,-215.45734778138527,Exploit,15.96706947723859,High,Stagnant,Rise,3193357037964.7837
6,1782.7851760601743,1184593.3017090608,-215.45734778138527,Balanced,-0.9516424433731517,High,Slow,Rise,3347779981757.91
7,1775.5149740399722,1178081.7203557815,-235.3435447546898,Exploit,12.298549756977634,High,Stagnant,Rise,3442681967463.2573
8,1768.7911284411257,1171781.348259096,-240.26527789682544,Explore,11.742529001740193,High,Slow,Rise,3507002981696.0986
9,1752.1726219476193,1156759.8563955426,-189.96117993506488,Explore,21.632370161124456,High,Slow,Rise,3555622905369.863
10,1734.9428239678211,1140545.5197033745,-235.41948692640688,Explore,22.239467225806454,High,Slow,Rise,3590003097954.641
11,1709.3939422939395,1117383.7745828945,-220.32417139249637,Explore,30.582334269551556,High,Slow,Rise,3710098020044.315
12,1698.005955280952,1106878.7441263068,-204.8480094191919,Balanced,16.45676968305556,High,Fast,Rise,3965288468077.465
13,1698.005955280952,1106878.7441263068,-204.8480094191919,Explore,-1.0008099422928263,High,Slow,Rise,3962076813243.9126
14,1667.976193376191,1079500.6040439664,-205.36753746392498,Balanced,35.11038326043725,High,Stagnant,Flat,4281504817221.0146
15,1658.005955280952,1069980.3680263069,-209.80043691919192,Exploit,15.08296179854893,High,Fast,Rise,4764131895957.544
16,1658.005955280952,1069980.3680263069,-209.80043691919192,Explore,-0.9916789672667166,High,Slow,Rise,4803774393409.486
17,1658.005955280952,1069980.3680263069,-209.80043691919192,Exploit,-0.9503078698937649,High,Stagnant,Rise,5042484175567.791
18,1658.005955280952,1069980.3680263069,-209.80043691919192,Balanced,-0.9820156136392102,High,Stagnant,Rise,5133170159199.371
