Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,1751.00956278456,1155551.4130536416,-290.17995869047627,Explore,106.82361636929568,High,Fast,Flat,1416705018983.8975
1,1751.00956278456,1155551.4130536416,-290.17995869047627,Balanced,-0.833875647103193,High,Fast,Rise,1652054223508.256
2,1706.949137099134,1115151.8378209607,-264.55085710317456,Balanced,49.244768376606345,High,Stagnant,Rise,1956598345045.5857
3,1688.410717185715,1097894.0258910481,-229.59299119408368,Balanced,23.719827559045523,High,Fast,Rise,2311540244256.7705
4,1655.9107171857142,1068056.351690831,-244.43594658369403,Balanced,37.670341958659996,High,Slow,Rise,2705292536983.292
5,1635.9107171857142,1049641.7906064696,-204.27580957070705,Balanced,25.10691268515507,High,Fast,Rise,2994522626242.148
6,1635.9107171857142,1049641.7906064696,-204.27580957070705,Exploit,-0.9267759679570093,High,Fast,Rise,3213793646979.5635
7,1635.9107171857142,1049641.7906064696,-204.27580957070705,Balanced,-0.9473074198986661,High,Stagnant,Rise,3383136726152.1924
8,1635.9107171857142,1049641.7906064696,-204.27580957070705,Explore,-1.0,High,Stagnant,Rise,3383136726152.1924
9,1635.9107171857142,1049641.7906064696,-204.27580957070705,Explore,-0.9995148630476748,High,Stagnant,Flat,3384778010792.8174
10,1614.910176060173,1030335.7618238215,-234.47597793290043,Exploit,26.05226380015746,High,Stagnant,Rise,3559847782492.9697
11,1614.910176060173,1030305.2705340018,-209.11259208152953,Exploit,-0.958974993234596,High,Fast,Rise,3705890561853.5522
12,1597.9621241121208,1014986.0123537384,-204.04113996392493,Explore,21.957117074634937,High,Stagnant,Rise,3739484928898.802
13,1594.271828296825,1011422.3185125408,-219.0261057900433,Balanced,8.732533181315258,High,Slow,Rise,3897430922565.2725
14,1592.9186536936504,1010048.2680541351,-224.10994747114,Explore,6.349247319633029,High,Slow,Rise,3882124606248.3057
15,1592.9186536936504,1010048.2680541351,-224.10994747114,Explore,-1.0,High,Slow,Flat,3882124606248.3057
16,1557.962124112121,977998.0644680242,-204.04416960678202,Exploit,39.982857056323574,High,Stagnant,Flat,3984331143967.2896
17,1557.962124112121,977998.0644680242,-204.04416960678202,Exploit,-0.9692885489205777,High,Fast,Rise,4106695734979.4595
18,1557.962124112121,977998.0644680242,-204.04416960678202,Explore,-0.9964739885352665,High,Stagnant,Rise,4121175991223.1694
19,1543.4220808220775,964785.6982980673,-199.0787945526695,Balanced,19.574400909936504,High,Stagnant,Rise,4262769789441.7373
20,1543.4220808220775,964785.6982980673,-199.0787945526695,Exploit,-0.9601961695017281,High,Slow,Rise,4432444355593.83
21,1543.4220808220775,964785.6982980673,-199.0787945526695,Exploit,-0.9801005437649122,High,Stagnant,Rise,4520647588062.432
22,1543.4220808220775,964785.6982980673,-199.0787945526695,Explore,-1.011361108439946,High,Stagnant,Rise,4469288020595.674
23,1543.4220808220775,964752.7876666386,-194.0178027669552,Exploit,-0.9771499767338752,High,Stagnant,Flat,4571411355849.298
24,1517.6010130010095,940992.0239142793,-193.81957022727272,Exploit,30.842746063715758,High,Stagnant,Rise,4670511520463.991
25,1517.6010130010095,940992.0239142793,-193.81957022727272,Balanced,-0.9876143501376043,High,Fast,Rise,4728358840834.743
26,1516.333877358874,939612.5327711301,-194.05064709595953,Balanced,6.313337840439816,High,Stagnant,Rise,4946819413652.484
27,1506.0454574454543,930171.9548445933,-199.04962709595955,Exploit,15.308128824637368,High,Slow,Rise,5044315838286.478
28,1506.0454574454543,930171.9548445933,-199.04962709595955,Exploit,-0.9608868648422234,High,Slow,Rise,5241614845447.89
29,1498.7815685565652,923540.0445811731,-198.9570894516594,Balanced,12.27907415430128,High,Stagnant,Rise,5321210158064.222
30,1498.7815685565652,923540.0445811731,-198.9570894516594,Explore,-1.0062092277336168,High,Slow,Rise,5288169552374.366
31,1498.7815685565652,923540.0445811731,-198.9570894516594,Balanced,-0.9793804012629416,High,Stagnant,Flat,5397209486597.855
32,1496.0454574454543,921142.0090734246,-188.67139132756125,Balanced,7.733346245551083,High,Stagnant,Rise,5382286927969.465
33,1484.058805208802,910092.0695382804,-198.57175032828275,Exploit,17.034726241731065,High,Slow,Flat,5641035017079.555
34,1484.058805208802,910092.0695382804,-198.57175032828275,Explore,-1.0,High,Slow,Rise,5641035017079.555
35,1484.058805208802,910092.0695382804,-198.57175032828275,Explore,-1.0,High,Stagnant,Flat,5641035017079.555
36,1484.058805208802,910092.0695382804,-198.57175032828275,Exploit,-0.9760555019502895,High,Stagnant,Flat,5776106769044.365
37,1484.058805208802,910092.0695382804,-198.57175032828275,Explore,-1.0000000000000002,High,Stagnant,Rise,5776106769044.364
38,1484.058805208802,910092.0695382804,-198.57175032828275,Explore,-0.9960145403819443,High,Stagnant,Flat,5799127209321.969
39,1484.058805208802,910092.0695382804,-198.57175032828275,Explore,-1.0043172181782618,High,Stagnant,Rise,5774091111915.831
40,1484.058805208802,910092.0695382804,-198.57175032828275,Exploit,-0.9979955966090384,High,Stagnant,Flat,5785664719720.276
41,1484.058805208802,910093.5271168518,-193.5678217568542,Exploit,-0.9963620461396677,High,Stagnant,Rise,5806712701021.971
42,1478.8308109808077,905271.752081498,-203.6029824711399,Exploit,10.237287818238626,High,Stagnant,Rise,5860677909532.028
43,1478.8308109808077,905271.752081498,-203.6029824711399,Exploit,-1.0084671146517814,High,Slow,Rise,5811054877734.857
44,1478.8308109808077,905271.752081498,-203.6029824711399,Explore,-0.9987280069525256,High,Stagnant,Flat,5818446499137.828
45,1478.8308109808077,905271.752081498,-203.6029824711399,Explore,-0.9964163453299043,High,Stagnant,Rise,5839297802107.165
46,1478.8308109808077,905271.752081498,-203.6029824711399,Explore,-1.0073678965454083,High,Stagnant,Rise,5796274460003.409
47,1478.8308109808077,905271.752081498,-203.6029824711399,Balanced,-1.002399672383295,High,Stagnant,Flat,5782365300255.74
48,1475.2391803891774,901971.4323072052,-198.56773366161607,Exploit,8.587519353053937,High,Stagnant,Flat,5758592616970.757
49,1475.2391803891774,901971.4323072052,-198.56773366161607,Explore,-1.0054455328104501,High,Slow,Flat,5727234011933.027
