Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,916.691741716739,384829.673679381,-171.38907199134206,131011990966.12683
1,895.925868700866,365761.08595275396,-201.35261476911967,141666820257.25525
2,895.925868700866,365761.08595275396,-201.35261476911967,144471638725.21637
3,891.5800894800868,361705.89862284786,-136.4584816125541,147095738536.6244
4,884.760464660462,355426.5523946589,-171.38317849927844,155071185084.41946
5,884.760464660462,355426.5523946589,-171.38317849927844,163075887271.32135
6,876.9610418610391,348270.46973190986,-136.37746260461762,179271545539.2453
7,876.9610418610391,348270.46973190986,-136.37746260461762,188233389126.93442
8,876.9610418610391,348270.46973190986,-136.37746260461762,196446380492.94604
9,872.5330115580089,344187.67381521437,-141.28316678932177,206793697126.9098
10,872.5330115580089,344187.67381521437,-141.28316678932177,215431686655.55746
11,872.5330115580089,344187.67381521437,-141.28316678932177,226905884923.3545
12,872.5330115580089,344187.67381521437,-141.28316678932177,234567457647.23016
13,868.4410202160175,340427.8763337677,-151.32328741341985,239073080522.12784
14,868.4410202160175,340427.8763337677,-151.32328741341985,247687413579.31543
15,868.4410202160175,340397.6694537533,-151.3203964430014,251378014172.255
16,863.2918499418472,335629.784020391,-151.35547710678208,251735809687.39935
17,863.2918499418472,335629.784020391,-151.35547710678208,254793243045.12622
18,860.3457821207794,332957.67597007356,-151.31312644300144,251907288720.826
19,860.3457821207794,332957.67597007356,-151.31312644300144,259978531267.54742
20,860.0012655262628,332634.6409678838,-126.30099602092353,269170793494.70535
21,860.0012655262628,332634.6409678838,-126.30099602092353,277633922587.6686
22,860.0012655262628,332634.6409678838,-126.30099602092353,286566343463.9104
23,860.0012655262628,332634.6409678838,-126.30099602092353,285462494044.10834
24,860.0012655262628,332634.6409678838,-126.30099602092353,290292940095.7059
25,854.8695916445888,327969.9374604559,-106.24265866883115,301160483477.8981
26,854.8695916445888,327969.9374604559,-106.24265866883115,311868277984.52496
27,854.8695916445888,327969.9374604559,-106.24265866883115,316514745986.8559
28,843.6890360890333,317663.3640952611,-91.21537686868687,328776698713.1738
29,843.6890360890333,317663.3640952611,-91.21537686868687,332819429679.6541
30,843.6890360890333,317663.3640952611,-91.21537686868687,360793078531.9448
31,843.6890360890333,317663.3640952611,-91.21537686868687,369988440161.49084
32,841.4769148769121,315658.921277238,-96.13122761904759,373614464479.46265
33,841.4769148769121,315658.921277238,-96.13122761904759,387347401662.0326
34,841.4769148769121,315636.38963485707,-91.1128413095238,399936389021.4676
35,837.6500750500722,312118.92619661405,-101.11806789682538,413381276663.6826
36,837.6500750500722,312118.92619661405,-101.11806789682538,420902325913.46533
37,837.6500750500722,312118.92619661405,-101.11806789682538,421710378425.23615
38,837.6500750500722,312118.92619661405,-101.11806789682538,421547877811.2635
39,837.6500750500722,312118.92619661405,-101.11806789682538,421737235871.2758
40,837.6500750500722,312118.92619661405,-101.11806789682538,419796788272.98596
41,837.6500750500722,312118.92619661405,-101.11806789682538,423984526478.55695
42,837.6500750500722,312118.92619661405,-101.11806789682538,423206133226.77185
43,836.4536464786438,311064.2077852071,-96.11575527777778,429903125642.8911
44,836.4536464786438,311064.2077852071,-96.11575527777778,431308546168.6447
45,836.4536464786438,311064.2077852071,-96.11575527777778,438865610147.90454
46,836.4536464786438,311000.5022889769,-91.11425329365078,437403596759.8948
47,836.4536464786438,311000.5022889769,-91.11425329365078,443055472496.1493
48,836.4536464786438,311000.5022889769,-91.11425329365078,444828922525.33624
49,836.4536464786438,311000.5022889769,-91.11425329365078,449000370537.2174
