Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,1791.938675338673,1193281.0113497707,-249.95059419552663,Balanced,50.68034023391895,High,Fast,Flat,1701898564669.065
1,1740.1340216590193,1145757.4752835985,-234.6993837662339,Balanced,57.010342385729935,High,Fast,Rise,2051959878308.8293
2,1732.733769133767,1139182.8207746088,-199.58764904040405,Balanced,12.523177327795308,High,Fast,Rise,2304196641176.3237
3,1681.5187619187593,1091966.792150943,-199.5472383261183,Exploit,56.35638295676929,High,Slow,Rise,2629954150487.074
4,1681.5187619187593,1091966.792150943,-199.5472383261183,Explore,-0.9817444455809663,High,Fast,Rise,2677965421600.8545
5,1667.8410923660892,1079486.1331591678,-204.58322967171716,Exploit,18.879697077673583,High,Stagnant,Rise,3218988147771.8677
6,1667.8410923660892,1079486.1331591678,-204.58322967171716,Balanced,-0.8993223981770546,High,Slow,Rise,3543068154786.0244
7,1665.210139985137,1076805.4726262784,-229.613970916306,Exploit,7.674889067527332,High,Stagnant,Rise,3698738829816.855
8,1665.210139985137,1076805.4726262784,-229.613970916306,Balanced,-0.997137597467219,High,Slow,Rise,3709326109211.4185
9,1665.210139985137,1076805.4726262784,-229.613970916306,Explore,-0.9882995903539815,High,Stagnant,Rise,3752726744199.864
10,1665.210139985137,1076805.4726262784,-229.613970916306,Explore,-1.0197438025730325,High,Stagnant,Rise,3678633648251.8423
11,1657.8410923660892,1070311.6522250192,-209.65364391774884,Balanced,12.375616247922498,High,Stagnant,Flat,3702797227453.53
12,1649.4350678350645,1062429.1021582657,-234.57488707070718,Balanced,13.412933774350961,High,Slow,Rise,3728380754485.6606
13,1649.4350678350645,1062429.1021582657,-234.57488707070718,Explore,-0.996596530829782,High,Slow,Rise,3741070183438.3867
14,1640.412340562338,1053922.8214078515,-219.5281158513709,Balanced,14.049575608438602,High,Stagnant,Rise,3841511691645.6143
15,1640.412340562338,1053922.8214078515,-219.5281158513709,Balanced,-0.98982981868176,High,Slow,Rise,3880580562085.789
16,1609.587665237662,1025528.5611619849,-229.358112507215,Balanced,35.846758875216544,High,Stagnant,Rise,3966277559055.1177
17,1609.587665237662,1025528.5611619849,-229.358112507215,Explore,-0.9977489663710919,High,Fast,Rise,3975205783222.1343
