Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,775.4026003025972,254145.27282548812,-95.86480064935066,44601769479.05522
1,766.9637474887444,246399.46073930844,-115.85081899350654,51987192910.656906
2,764.9534661034631,244572.36518325523,-105.78996675685428,55274822054.51262
3,763.9853925103894,243644.8008611447,-115.83963309884564,58946777562.480606
4,762.314577214574,242121.01424848233,-105.83724659090915,63169634845.8195
5,761.630414155411,241476.43642708266,-90.90239742063493,65291312320.18261
6,758.703466103463,238817.7076047342,-85.77729963924965,70514236040.98512
7,751.2431486431456,231923.1405044131,-100.74800838744589,72165046648.27626
8,748.2867994367964,229203.02860718008,-100.75184027777775,76182999597.45618
9,748.2867994367964,229203.02860718008,-100.75184027777775,76695593817.5794
10,744.0209264209233,225279.1994928871,-85.71493529942279,77714723099.4534
11,743.8423549923519,225124.00887293043,-85.6727532106782,81283381054.55678
12,743.8423549923519,225124.00887293043,-85.6727532106782,85977455734.95648
13,736.4307388307358,218280.48093858338,-70.68532743506492,94370946202.976
14,736.4307388307358,218280.48093858338,-70.68532743506492,98838401250.69374
15,736.4307388307358,218280.48093858338,-70.68532743506492,103991797956.75037
16,736.4307388307358,218280.48093858338,-70.68532743506492,106173107381.03465
17,736.4307388307358,218280.48093858338,-70.68532743506492,111073932548.76561
18,736.4307388307358,218280.48093858338,-70.68532743506492,114413396372.5543
19,736.4307388307358,218280.48093858338,-70.68532743506492,115810933189.27722
20,736.4307388307358,218280.3698853366,-70.66569599567096,118833709535.7719
21,732.7402626402596,214914.36960176163,-80.66851605339103,123536854624.44469
22,726.6390721640691,209268.02209502642,-75.65169514790762,125563555454.00565
23,726.6390721640691,209259.93684383595,-70.60480824314571,128063386458.65283
24,726.6390721640691,209259.93684383595,-70.60480824314571,131032016487.49828
25,726.6390721640691,209259.93684383595,-70.60480824314571,131225170558.18253
26,726.6390721640691,209259.93684383595,-70.60480824314571,133928986514.34235
27,726.1628816878787,208839.6522771512,-75.59096816378063,133790880567.86617
28,726.1628816878787,208839.6522771512,-75.59096816378063,135421161233.32916
29,726.1628816878787,208839.6522771512,-75.59096816378063,136233242482.04868
30,726.1628816878787,208839.6522771512,-75.59096816378063,135572104841.90149
31,726.1628816878787,208839.6522771512,-75.59096816378063,134365611500.39117
32,726.1628816878787,208839.6522771512,-75.59096816378063,132832019700.04584
33,726.1628816878787,208839.6522771512,-75.59096816378063,131629774094.48691
34,726.1628816878787,208839.6522771512,-75.59096816378063,132665234063.05792
35,726.1628816878787,208839.6522771512,-75.59096816378063,134637272559.6441
36,726.1628816878787,208825.38029255526,-85.62167938311687,134468664150.26234
37,726.0140721640691,208702.98120266348,-90.6050031926407,134280879226.23781
38,726.0140721640691,208702.98120266348,-90.6050031926407,136636213374.30803
39,724.7640721640691,207551.2941198532,-75.63498870851366,136973760056.88995
40,724.7640721640691,207551.2941198532,-75.63498870851366,139343722520.76056
41,724.7640721640691,207551.2941198532,-75.63498870851366,138755166337.4447
42,724.7640721640691,207551.2941198532,-75.63498870851366,139681597108.06857
43,724.1985959735929,207023.2295808922,-75.63563465007212,142258510409.59558
44,724.1985959735929,207023.2295808922,-75.63563465007212,141777215635.47955
45,723.0030692780662,205932.94679693476,-85.58767799422796,141816302128.06268
46,722.1796565796535,205173.78774001918,-75.62661405122653,145792702683.32996
47,722.1796565796535,205173.78774001918,-75.62661405122653,146450135787.12027
48,722.1796565796535,205173.78774001918,-75.62661405122653,146339056398.0527
49,722.1796565796535,205173.78774001918,-75.62661405122653,149947109362.5749
