Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,770.1082280082248,249290.89387688422,-120.67962581168827,Explore,10.537960231924762,High,Fast,Flat,44603537442.623024
1,763.3203492203461,243026.72342745782,-115.71892895021647,Balanced,11.982101625736552,High,Slow,Rise,53266563063.22586
2,758.8901544151513,238932.36463695279,-70.78391798340552,Balanced,9.561940050690582,High,Slow,Rise,60284179490.707756
3,748.5000028999998,229365.923700315,-110.68961152597397,Balanced,15.455485885742235,High,Slow,Rise,64222808414.31195
4,748.5000028999998,229365.923700315,-110.68961152597397,Balanced,-0.9744100010422005,High,Slow,Rise,65866270014.70115
5,748.1637835637805,229059.875733807,-110.66404044011539,Balanced,5.418102006840422,High,Stagnant,Rise,71259576107.35674
6,748.1637835637805,229059.875733807,-110.66404044011539,Exploit,-0.953838093330311,High,Stagnant,Rise,74549054008.94614
7,745.3502915002884,226463.43197146215,-105.67701381673878,Balanced,7.824971993248376,High,Stagnant,Rise,75404871912.36942
8,745.3502915002884,226463.43197146215,-105.67701381673878,Explore,-0.9655229588067189,High,Slow,Rise,78004608787.46626
9,745.3055584555555,226422.4500496368,-100.66582456709953,Exploit,5.09291409303268,High,Stagnant,Rise,81762952611.0533
10,743.7344906344875,225014.6189638936,-80.63102803030296,Explore,6.592510010614638,High,Stagnant,Rise,83516129338.83932
11,743.7344906344875,225014.6189638936,-80.63102803030296,Exploit,-0.9711836268734725,High,Slow,Rise,85922761283.95065
12,743.7344906344875,225014.6189638936,-80.63102803030296,Balanced,-0.9624544175231522,High,Stagnant,Rise,89148781404.37573
13,739.0425714425684,220708.1898099795,-75.65644121572866,Balanced,9.761845504643208,High,Stagnant,Rise,95382626971.82507
14,737.780847055844,219519.20404395493,-105.67263275613274,Balanced,6.311220840953606,High,Slow,Rise,100103728801.99916
15,737.780847055844,219519.20404395493,-105.67263275613274,Balanced,-0.9801075449076376,High,Slow,Rise,102095037731.77095
