Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,1775.9339855839823,1178593.3809873278,-260.67585720779215,1435589690251.8303
1,1753.2590216590186,1157597.2072183164,-290.294492694805,1636228766516.7725
2,1714.7380981380957,1122314.54242454,-260.5672019877345,1834468821305.3972
3,1714.7380981380957,1122314.54242454,-260.5672019877345,1989154397217.081
4,1714.7380981380957,1122314.54242454,-260.5672019877345,2084286550019.3184
5,1662.8100678350645,1074680.9563342433,-245.0506917965368,2259467953264.1064
6,1627.3759047759015,1042224.2874213032,-239.80829770562778,2479524400537.5054
7,1610.943725843723,1027161.8271005246,-244.7429079834056,2647343577586.1484
8,1610.943725843723,1027161.8271005246,-244.7429079834056,2782253650476.5073
9,1610.943725843723,1027161.8271005246,-244.7429079834056,2859393536548.7827
10,1610.943725843723,1027161.8271005246,-244.7429079834056,2973215745895.3994
11,1609.7380981380948,1026114.2584084027,-249.46484672799428,3080785668675.3066
12,1609.7380981380948,1026114.2584084027,-249.46484672799428,3111428809429.717
13,1572.9484155984126,991906.0349410402,-284.5633002741702,3150383114840.521
14,1535.9899018898986,957824.7241530385,-284.64357762987,3236547614072.241
15,1535.9899018898986,957824.7241530385,-284.64357762987,3070157421365.2383
16,1535.9899018898986,957824.7241530385,-284.64357762987,3277146285177.2197
17,1535.9899018898986,957824.7241530385,-284.64357762987,3422503597254.7627
18,1535.9899018898986,957824.7241530385,-284.64357762987,3745318793835.992
19,1535.9899018898986,957824.7241530385,-284.64357762987,3838343389868.9893
20,1535.9899018898986,957824.7241530385,-284.64357762987,3969774821234.0864
21,1515.0382424382392,938424.0036949251,-233.91168597763354,4098713414074.6074
22,1515.0382424382392,938424.0036949251,-233.91168597763354,4249185976618.3643
23,1515.0382424382392,938424.0036949251,-233.91168597763354,4309527669795.7495
24,1515.0382424382392,938420.2950089728,-223.8864133585859,4445318499020.789
25,1515.0382424382392,938420.2950089728,-223.8864133585859,4503677193170.366
26,1514.9166695666663,938441.5616387096,-208.70054998196255,4634758019170.972
27,1514.2969004468973,937772.4866736124,-223.89112292929298,4700062685100.299
28,1514.2969004468973,937772.4866736124,-223.89112292929298,4673656938571.44
29,1511.0129899129868,934788.8704085689,-218.88436865079368,4782291685462.061
30,1504.5254358004324,928716.106672003,-224.01598708874465,4855855264285.992
31,1504.5254358004324,928716.106672003,-224.01598708874465,4943133371194.095
32,1491.7409841409808,917067.3195099828,-203.60066827200575,5039960168657.8955
33,1491.7409841409808,917067.3195099828,-203.60066827200575,5095983248966.035
34,1487.6222972722942,913318.8953585582,-188.51165546897545,5187514617633.952
35,1487.6222972722942,913318.8953585582,-188.51165546897545,5320575579875.592
36,1480.0916334916305,906382.6674066498,-188.67146351010112,5431646668636.762
37,1459.038963938961,887061.7235432407,-188.57436246392496,5651862873350.189
38,1459.038963938961,887061.7235432407,-188.57436246392496,5713565804880.652
39,1459.038963938961,887061.7235432407,-188.57436246392496,5840446050459.291
40,1459.038963938961,887061.7235432407,-188.57436246392496,5837440305959.115
41,1459.038963938961,887061.7235432407,-188.57436246392496,6185578334999.328
42,1459.038963938961,887061.7235432407,-188.57436246392496,6254906642183.822
43,1459.038963938961,887061.7235432407,-188.57436246392496,6309966110983.508
44,1458.9642886142856,886891.9502716607,-213.62224832972575,6304621573450.35
45,1458.9642886142856,886891.9502716607,-213.62224832972575,6337350895272.055
46,1458.9642886142856,886891.9502716607,-213.62224832972575,6352150825414.274
47,1458.9642886142856,886891.9502716607,-213.62224832972575,6318532203587.316
48,1446.0043319043289,874834.1194314151,-188.22394428932174,6302105761589.633
49,1446.0043319043289,874834.1194314151,-188.22394428932174,6313071358904.707
