Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,764.9146854396824,244470.74097986773,-110.76682408008652,45145259959.63574
1,759.9624848624818,240012.09035836696,-90.76299835858588,51248617024.704666
2,759.7622684122655,239740.1004891571,-120.79042292568536,55560684061.7479
3,756.618329018326,236825.34002611224,-110.75332566738814,57735280760.02635
4,756.618329018326,236825.34002611224,-110.75332566738814,60501601959.15839
5,756.618329018326,236825.34002611224,-110.75332566738814,64743240184.80292
6,755.7182568682538,235999.0958008417,-100.72927754329001,66704122838.326935
7,755.7182568682538,235999.0958008417,-100.72927754329001,70753333943.15698
8,754.8620158870128,235271.03855110143,-125.72531129148622,70401479266.34375
9,750.2222251222221,231033.83998636843,-130.74285422077915,73612180432.17549
10,750.2222251222221,231033.83998636843,-130.74285422077915,76174788696.3284
11,750.2222251222221,231033.83998636843,-130.74285422077915,77024456856.23329
12,750.2222251222221,231033.83998636843,-130.74285422077915,79326654520.09955
13,746.3329754829724,227433.4330463431,-100.73074806998555,74518565549.50185
14,737.4873766373736,219268.31355099683,-105.69846096681094,77211327541.74944
15,737.4873766373736,219268.31355099683,-105.69846096681094,79573701763.68298
16,737.4873766373736,219268.31355099683,-105.69846096681094,80995732127.55824
17,736.6008326258295,218444.5369306505,-105.69931895743142,84528733836.86896
18,736.6008326258295,218444.5369306505,-105.69931895743142,85230886132.74841
19,736.6008326258295,218444.5369306505,-105.69931895743142,87631453141.62015
20,735.0319293069263,217003.7624008958,-110.71191870490617,88699296542.91365
21,735.0319293069263,217003.7624008958,-110.71191870490617,90060814292.26251
22,735.0319293069263,217003.7624008958,-110.71191870490617,88880917633.04552
23,735.0319293069263,217003.7624008958,-110.71191870490617,92830217254.37082
24,735.0319293069263,217003.7624008958,-110.71191870490617,93642995945.85402
25,730.2997864497834,212662.4335973244,-110.66574235209231,95024154272.06058
26,730.2997864497834,212662.4335973244,-110.66574235209231,95127111711.70844
27,728.9605007354976,211412.21829535827,-110.64296060606057,96524270409.48633
28,728.9605007354976,211412.21829535827,-110.64296060606057,97403255339.88399
29,728.9605007354976,211412.21829535827,-110.64296060606057,98576763919.60352
30,728.9605007354976,211412.21829535827,-110.64296060606057,98026796199.23679
31,728.9605007354976,211412.21829535827,-110.64296060606057,100950496291.99666
32,728.0952409952379,210628.6509346115,-100.61062240259734,100725553269.07828
33,728.0952409952379,210628.6509346115,-100.61062240259734,101218604885.4505
34,725.777419927417,208503.2805086051,-100.60136675685418,102620751471.82246
35,725.777419927417,208503.2805086051,-100.60136675685418,106110507852.78143
36,725.777419927417,208503.2805086051,-100.60136675685418,107308092121.63382
37,724.1985959735929,207042.57628927962,-95.57915916305912,109378124723.32181
38,724.1985959735929,207042.57628927962,-95.57915916305912,110849613531.95192
39,724.1985959735929,207042.57628927962,-95.57915916305912,114260146314.41391
40,724.1985959735929,207042.57628927962,-95.57915916305912,114737700157.82664
41,724.1985959735929,207042.57628927962,-95.57915916305912,116357081932.83289
42,723.1446637946608,206080.2845502898,-105.53380871212117,117186495416.96548
43,723.1446637946608,206080.2845502898,-105.53380871212117,119360316014.68254
44,719.2052698552668,202455.02000704306,-90.54283414502159,122029806685.65038
45,719.2052698552668,202455.02000704306,-90.54283414502159,122934701356.12347
46,719.2052698552668,202455.02000704306,-90.54283414502159,126410099060.59035
47,719.2052698552668,202455.02000704306,-90.54283414502159,129281491045.45296
48,719.2052698552668,202455.02000704306,-90.54283414502159,132615389886.51846
49,717.8073622073592,201181.98753356544,-80.5399970959596,133901152097.05182
