Makespan,Energy,Reliability
920.7164531164506,388848.2625450593,-91.25559209595959
873.5853203603178,345307.8729713364,-96.20281404761906
923.8243174743147,391594.8861307555,-76.31001059523803
866.2927518177493,338675.8084632159,-106.18844146103902
877.6203131453105,349030.1965264157,-96.12865456709963
845.6921024670996,319690.1772618917,-121.06052382395391
871.5615108365082,343547.9301014409,-101.04819251443004
850.7835526835499,324330.5260903731,-121.00924123015878
852.4330837080811,325854.27552843234,-111.03370039682545
875.6951688451661,347160.0943144893,-96.25621213924963
925.4949523949497,393096.6781509647,-86.27839849927851
931.2182568682542,398472.82625985,-81.18950050505047
868.1825425825398,340373.9606312063,-106.26484632395389
902.3212510962485,371835.8525572238,-96.17581132034633
882.4742092492068,353485.2274976603,-96.20959214285718
847.2500029,321010.0050842871,-141.18384923160178
847.2500029,321097.8525156002,-126.10672898989904
872.4476940976913,344168.1111152683,-101.19983544372299
871.8383867383841,343728.6138387966,-106.06227620129874
866.1547648047622,338460.48394722375,-111.09461806998566
857.2424271424245,330271.63538054633,-111.17520989898996
854.4072900572872,327704.77479674376,-126.06234091269847
855.2399018898991,328487.33239554253,-126.03675682539689
935.3961067961042,402221.17855152756,-86.26863501082246
847.2500029,321016.39202953246,-146.15300419191922
901.3879899129872,370992.23456206504,-96.22516522005778
880.3311717311691,351568.7610679164,-106.11683640331898
857.3235959735932,330329.42001592135,-116.23137966450216
871.0871241121215,342975.189205622,-111.12837932539688
863.2453131453103,335714.8008432589,-111.23634772366528
