Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,916.8630981380957,384998.5019392296,-141.3252474170274,Explore,18.790955885317516,High,Fast,Flat,163924831425.14145
1,908.1269870269845,377134.38146356225,-141.41073366161604,Balanced,13.906625243730483,High,Slow,Rise,191876331870.36166
2,888.2002193502166,358757.22469690983,-141.47007691197686,Balanced,25.00137045886937,High,Slow,Rise,206190840047.3167
3,888.2002193502166,358757.22469690983,-141.47007691197686,Balanced,-0.9400047602759661,High,Slow,Rise,218561308924.8554
4,888.2002193502166,358733.65007596463,-136.54162889610382,Balanced,-0.9651215434383541,High,Stagnant,Rise,226184390044.24744
5,888.2002193502166,358733.65007596463,-136.54162889610382,Explore,-0.9614613582761093,High,Stagnant,Rise,234901229215.69943
6,888.2002193502166,358719.00686187367,-136.53914556277044,Exploit,-0.9120432743185729,High,Stagnant,Rise,255562372196.05475
7,888.2002193502166,358719.00686187367,-136.53914556277044,Balanced,-0.977988519346869,High,Stagnant,Rise,261187678407.31647
8,868.2002193502165,340334.2939034248,-141.45197810245307,Exploit,25.03018372709769,High,Stagnant,Rise,269071296013.61243
9,868.2002193502165,340334.2939034248,-141.45197810245307,Exploit,-0.9728599782087969,High,Fast,Rise,276373896850.80914
10,868.2002193502165,340334.2939034248,-141.45197810245307,Explore,-1.008750204080387,High,Stagnant,Rise,273955568850.8727
11,868.2002193502165,340334.2939034248,-141.45197810245307,Balanced,-0.9880958816687394,High,Stagnant,Flat,277216768359.9813
12,868.2002193502165,340334.2939034248,-141.45197810245307,Exploit,-0.9738290879270297,High,Stagnant,Rise,284471784029.88336
13,867.556099581097,339718.988014392,-146.42970738816732,Exploit,5.6529517934841484,High,Stagnant,Rise,286984245757.4987
14,858.5003636503609,331391.24480383616,-136.41096220779212,Balanced,14.07355204111532,High,Slow,Rise,292097188757.0141
15,858.5003636503609,331391.24480383616,-136.41096220779212,Balanced,-0.9940638613577948,High,Slow,Rise,293831118166.4741
16,858.5003636503609,331391.24480383616,-136.41096220779212,Exploit,-0.9760160036336483,High,Stagnant,Rise,300878362636.8999
17,858.5003636503609,331391.24480383616,-136.41096220779212,Exploit,-0.9764582974860798,High,Stagnant,Rise,307961551542.9732
18,858.5003636503609,331391.24480383616,-136.41096220779212,Exploit,-0.9888224314799887,High,Stagnant,Rise,311403812886.8738
19,858.5003636503609,331391.24480383616,-136.41096220779212,Exploit,-0.9955261141617918,High,Stagnant,Rise,312796997995.3124
20,857.2409841409814,330199.335909031,-136.40299097763338,Exploit,6.288497368586748,High,Stagnant,Rise,321904976943.381
21,857.2409841409814,330199.335909031,-136.40299097763338,Balanced,-0.9951891330209123,High,Slow,Rise,323453618967.3619
22,857.2409841409814,330199.335909031,-136.40299097763338,Exploit,-0.983525294550077,High,Stagnant,Rise,328782422066.5608
23,857.2409841409814,330199.335909031,-136.40299097763338,Explore,-1.0161496063357864,High,Stagnant,Rise,323472715380.05945
24,854.2781414281386,327486.1851330714,-121.3948080339105,Exploit,7.975495150729055,High,Stagnant,Flat,327565433819.3175
25,854.2781414281386,327486.1851330714,-121.3948080339105,Balanced,-0.9934869269104125,High,Slow,Rise,329698891431.40515
26,854.2781414281386,327486.1851330714,-121.3948080339105,Exploit,-0.9753640408675907,High,Stagnant,Rise,337821339846.7099
27,852.7723694223666,326097.76156319404,-121.39873382756127,Exploit,6.520673262834685,High,Stagnant,Rise,342855302473.03546
28,852.7723694223666,326097.76156319404,-121.39873382756127,Balanced,-0.9999799167774747,High,Slow,Rise,342862188112.369
29,850.9152265652237,324373.04414921143,-126.35860049422796,Exploit,6.87114214824738,High,Stagnant,Rise,347662015692.4765
30,850.9152265652237,324373.04414921143,-126.35860049422796,Balanced,-1.0041377938777996,High,Slow,Rise,346223461932.4007
31,848.9090938090911,322531.741073324,-116.31639806277056,Exploit,7.021731812780326,High,Stagnant,Flat,351624221327.8507
32,848.9090938090911,322531.741073324,-116.31639806277056,Balanced,-0.9855113497179386,High,Slow,Rise,356718781701.3721
33,848.9090938090911,322531.741073324,-116.31639806277056,Exploit,-0.9983815399787994,High,Stagnant,Rise,357296116788.3671
34,848.9090938090911,322531.741073324,-116.31639806277056,Exploit,-0.9683148135741018,High,Stagnant,Rise,368617110858.056
35,848.9090938090911,322513.9820999907,-106.29347556277057,Balanced,-0.9664497657055381,High,Stagnant,Rise,380984301292.29144
36,848.9090938090911,322513.9820999907,-106.29347556277057,Explore,-1.0387918090089123,High,Stagnant,Rise,366205231041.16693
37,848.9090938090911,322513.9820999907,-106.29347556277057,Exploit,-0.9815508308012209,High,Stagnant,Flat,372961413310.1234
38,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,5.189875536766239,High,Stagnant,Rise,379868328766.5694
39,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,-0.9808986771393429,High,Stagnant,Rise,387124316358.87787
40,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,-0.9689112883442875,High,Stagnant,Rise,399159512605.07385
41,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,-0.959024175186361,High,Stagnant,Rise,415515402866.2769
42,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,-0.9979670756500274,High,Stagnant,Rise,416360114246.5524
43,848.7377373877346,322343.4425397777,-111.3027102849928,Explore,-1.0160690791782236,High,Stagnant,Rise,409669590604.0703
44,848.7377373877346,322343.4425397777,-111.3027102849928,Exploit,-0.972756176906884,High,Stagnant,Flat,420830556457.1169
45,848.7377373877346,322343.4425397777,-111.3027102849928,Balanced,-0.9948912514020549,High,Stagnant,Rise,422980473972.38965
