Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,765.6334805334775,245164.9298310798,-120.74550975829726,Balanced,8.089167653469522,High,Fast,Flat,49642169551.063446
1,765.6334805334775,245164.9298310798,-120.74550975829726,Exploit,-0.9446710800352354,High,Slow,Rise,52388817177.03151
2,755.4137835637805,235790.89296606893,-100.80975391414147,Exploit,15.298792237703145,High,Stagnant,Rise,56532524712.173874
3,755.4137835637805,235790.89296606893,-100.80975391414147,Explore,-0.9860079374146392,High,Slow,Rise,57323531336.05507
4,755.4137835637805,235790.89296606893,-100.80975391414147,Exploit,-0.9010078445711632,High,Stagnant,Rise,62998111259.80363
5,755.4137835637805,235790.89296606893,-100.80975391414147,Exploit,-0.8745886252612071,High,Stagnant,Rise,70898790998.84303
6,755.4137835637805,235790.89296606893,-100.80975391414147,Balanced,-0.9758972919737369,High,Stagnant,Rise,72607643857.7032
7,752.6342020341989,233234.61955637916,-105.81723248557005,Exploit,7.832365856559306,High,Stagnant,Rise,76440189472.16869
8,752.6342020341989,233234.61955637916,-105.81723248557005,Explore,-0.9972486655259742,High,Slow,Rise,76650502000.66452
9,752.6342020341989,233234.61955637916,-105.81723248557005,Balanced,-0.9789888499737301,High,Stagnant,Rise,78261017197.78938
10,752.6342020341989,233234.61955637916,-105.81723248557005,Balanced,-0.9730142789513907,High,Stagnant,Rise,80372947176.86934
11,752.6342020341989,233234.61955637916,-105.81723248557005,Balanced,-0.9775064091256012,High,Stagnant,Rise,82180823368.0355
12,747.9137835637805,228874.3590387637,-110.80971354617611,Balanced,9.73010294650636,High,Stagnant,Rise,82976701586.83261
13,747.9137835637805,228874.3590387637,-110.80971354617611,Balanced,-1.003145999071054,High,Slow,Rise,82715656960.7213
14,747.9137835637805,228870.27634785464,-105.80844081890336,Exploit,-0.9860979997992607,High,Stagnant,Flat,83865570040.39352
15,747.9137835637805,228870.27634785464,-105.80844081890336,Balanced,-1.005621332470174,High,Stagnant,Rise,83394133788.39581
16,747.9137835637805,228870.27634785464,-105.80844081890336,Explore,-1.0,High,Stagnant,Flat,83394133788.39581
17,747.4285743285712,228440.4075403078,-105.82345396825399,Exploit,5.51656664363796,High,Stagnant,Flat,86009157702.15666
18,746.5979466229435,227655.0935684787,-110.80403437950943,Balanced,5.859811478155265,High,Stagnant,Rise,88519229395.81853
19,746.5979466229435,227655.0935684787,-110.80403437950943,Explore,-0.9998494680358115,High,Slow,Rise,88532554369.28793
20,746.5979466229435,227655.0935684787,-110.80403437950943,Explore,-0.9987447419970015,High,Stagnant,Rise,88643685566.68588
21,746.5979466229435,227654.00335181205,-105.79936771284277,Exploit,-1.0003557517737773,High,Stagnant,Rise,88612150418.31137
22,746.5979466229435,227654.00335181205,-105.79936771284277,Explore,-1.0062522149042161,High,Stagnant,Flat,88058128210.77136
23,746.5979466229435,227654.00335181205,-105.79936771284277,Balanced,-0.9947957984251541,High,Stagnant,Flat,88516400460.28384
24,746.5979466229435,227654.00335181205,-105.79936771284277,Explore,-0.9929834620813818,High,Stagnant,Rise,89137479140.53302
25,746.0396854396823,227151.42455944556,-105.79936726190478,Exploit,5.560104658839291,High,Stagnant,Rise,89301801906.42542
26,746.0396854396823,227151.42455944556,-105.79936726190478,Balanced,-0.9929889168521087,High,Slow,Rise,89927904264.84789
