Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,767.6884949634918,247098.9027699939,-110.80364089105342,51794103564.28848
1,759.0579033329002,239120.60052184816,-125.80882411616163,58318805395.34664
2,759.0579033329002,239120.60052184816,-125.80882411616163,57797611416.93289
3,759.0579033329002,239120.60052184816,-125.80882411616163,57893332749.78027
4,752.4269509519479,233000.69723302062,-130.76590427489174,58213349284.87546
5,752.4188340688311,233024.31127088502,-120.79655241702736,59405268351.9716
6,752.4188340688311,233024.31127088502,-120.79655241702736,61974654347.18034
7,752.4188340688311,233024.31127088502,-120.79655241702736,63663298507.32757
8,748.5912727412697,229472.26040211876,-115.76543919552667,64585469372.57552
9,748.5912727412697,229472.26040211876,-115.76543919552667,66483722129.11134
10,748.5912727412697,229472.26040211876,-115.76543919552667,71216769567.84221
11,748.5912727412697,229472.26040211876,-115.76543919552667,73327022878.51015
12,748.3968282968252,229339.41298694554,-100.79179740259733,75983549194.16875
13,748.3968282968252,229339.41298694554,-100.79179740259733,76272321044.44926
14,748.3968282968252,229339.41298694554,-100.79179740259733,77693611999.82787
15,748.3968282968252,229339.41298694554,-100.79179740259733,79151015580.60823
16,748.3968282968252,229339.41298694554,-100.79179740259733,81023227034.52385
17,744.3892525392495,225661.1116021079,-105.75665330086575,82046291934.12318
18,742.9188340688311,224305.1982124002,-105.72694024170269,85761710588.51198
19,742.9188340688311,224298.41960885763,-100.68137393578638,88653124115.30325
20,742.9188340688311,224298.41960885763,-100.68137393578638,89562488432.43994
21,742.9188340688311,224298.41960885763,-100.68137393578638,90029962695.65904
22,740.9157676907646,222442.02098118438,-100.73151524170267,92204571146.64415
23,740.0436536936506,221640.1255615127,-85.72217555916308,94659394490.57584
24,736.2702049202019,218146.95156014187,-100.72888854617601,94500745290.23892
25,736.2702049202019,218146.95156014187,-100.72888854617601,96643171738.57275
26,736.2702049202019,218146.95156014187,-100.72888854617601,97439816546.99199
27,736.1042597542566,217992.45922910288,-100.73379013347761,100319006252.22058
28,736.1042597542566,217992.45922910288,-100.73379013347761,100688637388.45113
29,736.1042597542566,217992.45922910288,-100.73379013347761,99792111782.26642
30,736.1042597542566,217992.45922910288,-100.73379013347761,99179530054.18456
31,736.1042597542566,217992.45922910288,-100.73379013347761,99547557118.22452
32,735.9675353675323,217892.3482368301,-75.62451347402597,103027232197.83247
33,735.9675353675323,217892.3482368301,-75.62451347402597,107180886375.65036
34,735.9675353675323,217892.3482368301,-75.62451347402597,109636694535.35832
35,735.9675353675323,217892.3482368301,-75.62451347402597,111868952825.49342
36,735.9675353675323,217892.3482368301,-75.62451347402597,113300159920.14851
37,732.3075425825396,214529.00741362668,-80.67639330808082,113188817603.17015
38,732.3075425825396,214529.00741362668,-80.67639330808082,113914045045.74496
39,732.3075425825396,214529.00741362668,-80.67639330808082,116608205097.69217
40,731.4742092492062,213743.57319536546,-80.67914875541126,118070453452.38495
41,731.4742092492062,213743.57319536546,-80.67914875541126,120902328940.34845
42,731.4742092492062,213743.57319536546,-80.67914875541126,124969578219.21039
43,730.2532496532466,212615.7869485509,-85.68131617965368,126764645232.17145
44,730.2532496532466,212615.7869485509,-85.68131617965368,127095326482.28157
45,730.2532496532466,212606.19185516704,-85.66917599206351,128380004572.19482
46,728.2797648047617,210799.79928538352,-85.6236669011544,128756539272.81416
47,727.445709970707,210027.93291142254,-80.6550529761905,130239118743.96516
48,727.445709970707,210027.93291142254,-80.6550529761905,130270181687.74593
49,727.445709970707,210027.93291142254,-80.6550529761905,130032529233.23692
