Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,1802.077383852381,1202564.1780166896,-270.44187087662334,Exploit,49.084309650572564,High,Fast,Flat,1610616388506.3142
1,1798.443725843723,1198936.647512866,-285.77251567460297,Balanced,8.709860077921094,High,Fast,Rise,1733348690099.7021
2,1752.07738385238,1156654.529031079,-255.52537599927848,Balanced,51.43546209770992,High,Slow,Rise,1853157935930.3457
3,1752.07738385238,1156654.529031079,-255.52537599927848,Explore,-0.9671686183920042,High,Fast,Rise,1913999671304.7607
4,1722.2373766373737,1128810.4613608995,-250.33607701659454,Balanced,34.910283470572054,High,Stagnant,Rise,2048508401357.995
5,1676.880233780231,1087282.771530279,-235.36571788600284,Balanced,50.46711001957968,High,Fast,Rise,2273777057483.7227
6,1646.00505340505,1058716.9765701054,-235.0815975108225,Balanced,35.92882944493754,High,Fast,Rise,2395763081451.219
7,1646.00505340505,1058716.9765701054,-235.0815975108225,Balanced,-0.9206038852393476,High,Fast,Rise,2585977362005.4546
8,1645.006135656133,1058249.4882482302,-224.76553136724388,Balanced,6.060519756177733,High,Stagnant,Rise,2745278758235.9663
9,1632.1269870269846,1046130.545608905,-224.57778259379512,Balanced,17.94871441732782,High,Slow,Rise,2936256238824.8643
10,1619.202564227562,1034511.7096533966,-239.73088273809523,Balanced,17.998361493930773,High,Slow,Rise,3153359191865.4297
11,1619.202564227562,1034511.7096533966,-239.73088273809523,Balanced,-0.9851295435144501,High,Slow,Rise,3200251082511.373
12,1589.0681847181818,1006643.6477900337,-239.51697726190477,Balanced,35.15724852413065,High,Stagnant,Rise,3273437671722.0723
13,1587.751987026984,1005442.8106521332,-224.41368212481962,Balanced,6.370437489743137,High,Fast,Rise,3450988271586.713
14,1572.4848513848483,991475.8922659138,-224.299966468254,Balanced,20.340868726733703,High,Slow,Rise,3705440281762.676
15,1567.5339134339106,986899.318015272,-219.49509391053397,Balanced,9.996863212044246,High,Slow,Rise,3875613594217.2896
16,1548.3939422939393,969356.9944624363,-219.3476742640693,Balanced,24.16445465101459,High,Slow,Rise,3970502222450.856
17,1548.3939422939393,969356.9944624363,-219.3476742640693,Balanced,-0.9246967674372286,High,Slow,Rise,4269493874699.073
18,1548.3939422939393,969356.9944624363,-219.3476742640693,Exploit,-0.9495493181027299,High,Stagnant,Rise,4484892752033.859
19,1548.3939422939393,969356.9944624363,-219.3476742640693,Explore,-0.9817299151287057,High,Stagnant,Rise,4566832123252.171
20,1548.3939422939393,969356.9944624363,-219.3476742640693,Exploit,-0.9933388170406431,High,Stagnant,Rise,4597252627569.822
21,1528.866525266522,951372.9354563069,-224.18596610389613,Balanced,24.54324103777757,High,Stagnant,Rise,4669999600777.784
22,1528.866525266522,951372.9354563069,-224.18596610389613,Explore,-1.0000000000000002,High,Slow,Rise,4669999600777.783
23,1528.866525266522,951372.9354563069,-224.18596610389613,Exploit,-0.9830310996964238,High,Stagnant,Flat,4749244358421.122
24,1524.746395396392,947581.0646383486,-219.1633307720058,Exploit,9.124629576343184,High,Stagnant,Rise,4770614562768.231
25,1524.746395396392,947581.0646383486,-219.1633307720058,Explore,-1.0029659530996564,High,Slow,Rise,4756465143718.522
26,1524.746395396392,947581.0646383486,-219.1633307720058,Explore,-0.995452749110524,High,Stagnant,Flat,4778093984074.059
27,1522.5606089606058,945493.3433981251,-229.1220578499279,Balanced,7.182907605285313,High,Stagnant,Rise,4764338661376.539
