Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,770.8493896243867,249995.95506049914,-105.72245095598844,44359967510.07743
1,769.1585526835496,248422.20789740374,-125.79020205627697,50920744949.54429
2,766.6051616301586,246056.5689492184,-120.80650551948048,57666024239.78456
3,750.8863665363634,231578.62368099322,-100.71434018759011,62429707728.55972
4,750.8863665363634,231578.62368099322,-100.71434018759011,63674121520.608826
5,750.8863665363634,231578.62368099322,-100.71434018759011,65057064589.601295
6,744.3095267095237,225539.0028249939,-120.76321251803742,69087900272.37485
7,744.3095267095237,225539.0028249939,-120.76321251803742,70370856448.42233
8,744.3095267095237,225531.64008533297,-115.7595568542568,72723796843.95027
9,741.3928600428569,222869.6868407948,-125.77667377344869,74510103608.81622
10,741.3928600428569,222869.6868407948,-125.77667377344869,77126859103.34132
11,740.1428600428569,221710.0797885401,-130.78028717532464,79527503798.60289
12,740.1428600428569,221706.38617353648,-125.77035220057716,78452336526.28484
13,737.5373405623375,219254.354412162,-105.7108955988456,82646885165.37311
14,736.957795107792,218717.19493460792,-105.70884738455989,84966896496.85445
15,736.8185454685423,218641.38005158116,-100.68322454906207,90465704101.47171
16,732.5396854396823,214700.07695085253,-100.72153820346314,93163331999.76122
17,732.5396854396823,214692.01699352567,-90.6880149350649,96354431336.49695
18,731.3084444584414,213581.7475947558,-90.63332945526692,101116949844.95932
19,727.677492077489,210249.49792214044,-70.69092081529587,103677823704.60942
20,727.677492077489,210249.49792214044,-70.69092081529587,108389417055.89738
21,726.9880981380951,209611.88976169666,-60.649667243867256,114198041245.82014
22,726.9880981380951,209611.88976169666,-60.649667243867256,119251243609.9647
23,726.9880981380951,209611.88976169666,-60.649667243867256,126173426154.13199
24,726.3463232463201,209010.75348677603,-100.68423668831164,128816310759.18303
25,726.3463232463201,209010.75348677603,-100.68423668831164,130833681648.5138
26,726.1935454685424,208869.1005617399,-75.65548340548341,131624102422.03484
27,725.0963232463201,207868.04310443837,-100.641258008658,127611365425.29901
28,725.0963232463201,207868.04310443837,-100.641258008658,127943036032.39024
29,725.0963232463201,207868.04310443837,-100.641258008658,129623911454.4316
30,722.424606074603,205405.79932608345,-95.62454803391056,131042620188.84541
31,722.424606074603,205405.79932608345,-95.62454803391056,130709295849.52954
32,719.2797648047617,202498.51346742903,-110.659076533189,130661745811.48648
33,719.2797648047617,202494.27133096076,-100.66371264430013,127033242050.43636
34,719.2797648047617,202494.27133096076,-100.66371264430013,130312111894.1408
35,719.2797648047617,202494.27133096076,-100.66371264430013,129651255198.72903
36,719.2797648047617,202494.27133096076,-100.66371264430013,130901129936.81192
37,716.2328672578642,199702.90241089585,-100.66778912337658,129783189651.32716
38,716.2328672578642,199702.90241089585,-100.66778912337658,130123069235.99895
39,716.2328672578642,199702.90241089585,-100.66778912337658,130317110064.14484
40,716.2328672578642,199702.90241089585,-100.66778912337658,130033411619.26869
41,716.2328672578642,199702.90241089585,-100.66778912337658,130033411619.2687
42,716.2328672578642,199702.90241089585,-100.66778912337658,130371706718.17331
43,716.2328672578642,199702.90241089585,-100.66778912337658,129628693397.26514
44,715.8908759158728,199387.14022598235,-100.6465523268398,130077176576.82994
45,715.8908759158728,199387.14022598235,-100.6465523268398,131773975365.33736
46,715.8908759158728,199387.14022598235,-100.6465523268398,133399994356.70949
47,715.8908759158728,199387.14022598235,-100.6465523268398,131769014323.05252
48,713.565479090476,197242.7991767435,-100.61405216450214,130860513528.2922
49,713.565479090476,197242.7991767435,-100.61405216450214,130921484277.77802
