Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,911.183985583983,379922.6019672059,-151.52426340187588,120143454511.84048
1,911.183985583983,379922.6019672059,-151.52426340187588,134038616335.5139
2,907.7857171857146,376779.2769851928,-146.55489714646458,158460637806.6646
3,907.7857171857146,376779.2769851928,-146.55489714646458,177245271246.55286
4,895.6587330587305,365607.1559976964,-116.38134088383838,191192440984.3468
5,891.7539711539686,362104.34189985733,-116.44702772727268,211412253725.86377
6,891.7539711539686,362104.34189985733,-116.44702772727268,219592539351.20697
7,885.7817489317463,356537.69856732833,-156.45686145382388,236607803836.37067
8,885.7817489317463,356537.69856732833,-156.45686145382388,246759658487.18872
9,885.7817489317463,356537.69856732833,-156.45686145382388,247101041015.4436
10,882.7413448913421,353736.58828235714,-146.42218282828276,244614287138.78708
11,878.0790072290047,349451.04333106935,-151.37010939754686,247011587105.29535
12,875.1269870269844,346817.02086253033,-121.26190123015873,262424773582.13205
13,863.2559552809527,335788.71817670786,-151.31183500360737,266842064114.02945
14,863.2559552809527,335788.71817670786,-151.31183500360737,283234900319.6512
15,863.2559552809527,335788.71817670786,-151.31183500360737,290822319183.2843
16,858.6596349346321,331645.4592374437,-136.20874985209238,311769093216.40186
17,858.6596349346321,331645.4592374437,-136.20874985209238,318216492045.56537
18,850.5174992924965,324108.27138648764,-136.19212251443,322890586310.92017
19,850.5174992924965,324108.27138648764,-136.19212251443,320915112969.6505
20,850.5174992924965,324108.27138648764,-136.19212251443,324129608964.2216
21,850.5174992924965,324108.27138648764,-136.19212251443,327069793908.3592
22,846.4383145883119,320327.60446334194,-141.1536094191919,327411561996.63525
23,844.5878456128428,318629.717892855,-156.10042994588747,322154347260.23
24,844.549425699423,318627.5173343881,-146.16850097763344,328991409713.49207
25,842.8017705767677,317019.2637624039,-156.16324777417023,328252771573.51074
26,842.8017705767677,317002.9342163289,-146.13213791847036,327438678576.5143
27,839.8741010240982,314346.5018833924,-146.14342478715727,334310279287.34827
28,839.8741010240982,314346.5018833924,-146.14342478715727,337407494956.77246
29,839.8741010240982,314346.5018833924,-146.14342478715727,342853879847.2302
30,839.8741010240982,314346.5018833924,-146.14342478715727,347726538535.70703
31,839.8741010240982,314346.5018833924,-146.14342478715727,349564730778.78503
32,839.8741010240982,314313.60053993645,-136.10183922799428,357128174497.6294
33,839.8741010240982,314313.60053993645,-136.10183922799428,358081059952.1132
34,838.9329033329007,313406.4212730426,-136.13268716450224,359243496814.00964
35,838.9329033329007,313406.4212730426,-136.13268716450224,362997222292.1704
36,838.9329033329007,313406.4212730426,-136.13268716450224,368889731662.82764
37,838.9329033329007,313406.4212730426,-136.13268716450224,370652407158.947
38,838.9329033329007,313406.4212730426,-136.13268716450224,370179051193.5785
39,838.9329033329007,313406.4212730426,-136.13268716450224,370135539398.6021
40,838.9329033329007,313395.62470193155,-136.14770660894666,376281922865.7601
41,838.9329033329007,313395.62470193155,-136.14770660894666,377993060952.99493
42,838.9329033329007,313395.62470193155,-136.14770660894666,380229152121.4733
43,838.9329033329007,313395.62470193155,-136.14770660894666,381571130091.2169
44,838.9329033329007,313395.62470193155,-136.14770660894666,382866913104.88544
45,838.9329033329007,313395.62470193155,-136.14770660894666,384526454197.67914
46,838.9329033329007,313395.62470193155,-136.14770660894666,384972960161.7452
47,838.9329033329007,313395.62470193155,-136.14770660894666,383774729911.0701
48,838.9329033329007,313395.62470193155,-136.14770660894666,384712692474.2084
49,835.9080115580089,310595.4049904596,-141.13139449855706,382153251480.4669
