Makespan,Energy,Reliability
858.4861140111113,331362.26587229944,-81.20316293650787
850.7748946748919,324227.54947794153,-86.21696174603171
839.8741010240982,314329.2073203693,-106.1241820310245
839.8741010240982,314316.352206632,-106.1310709199134
838.9329033329007,313395.62470193155,-136.14770660894666
839.8741010240982,314292.77693509514,-131.18097275974029
838.9329033329007,313398.5458599113,-136.11583362914865
847.6829033329007,321517.7319273211,-101.15546317821065
838.9329033329007,313430.81287548493,-136.08201139971143
855.8852842852815,329084.12487367744,-86.15161583694076
847.6829033329007,321521.57131138316,-96.18481908369404
846.1156233906206,320072.36310090683,-106.1117332215007
835.9080115580089,310595.4049904596,-141.13139449855706
864.2738124238097,336785.9101634791,-81.23483896825392
855.8852842852815,329041.583780088,-91.2120818722943
839.8741010240982,314319.53344353667,-126.11377085497834
840.1266262766235,314593.9378255137,-111.09493397907644
840.1737041987013,314568.88260151644,-121.14868406926408
838.9329033329007,313406.4212730426,-136.13268716450224
838.9329033329007,313404.4447579921,-136.1793838275613
838.9329033329007,313408.87964312924,-136.12481335497841
839.8741010240982,314313.60053993645,-136.10183922799428
856.5416695666668,329641.7351743232,-86.17081361111107
852.3921385421359,325810.4185956977,-96.27867428571425
849.6580115580089,323395.9268000051,-101.08712442279943
849.6922828422801,323336.97123158514,-106.13796493867241
838.9329033329007,313407.652237635,-146.1101226803752
838.9329033329007,313404.99441211554,-146.1222626695527
861.294014444012,334019.522160247,-86.1882621103895
853.0321096821067,326465.74272156693,-101.17220912337656
