Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,916.2341298841272,384479.0593828514,-131.44796923160175,148894808859.03537
1,907.6291515291489,376549.1830713435,-131.42191184343434,181370615226.60178
2,891.683083708081,361944.21415604407,-151.3608384018758,200083319524.9119
3,891.683083708081,361944.21415604407,-151.3608384018758,209357155653.62555
4,883.3398297398271,354204.0819564337,-146.40411824314575,219934101713.20868
5,883.3398297398271,354204.0819564337,-146.40411824314575,228520336207.0405
6,883.3398297398271,354178.5114048176,-141.41805319264068,234454941291.34564
7,883.3398297398271,354178.5114048176,-141.41805319264068,233339688838.27338
8,881.0313881813854,352130.6548733673,-161.34826308441555,238250717515.07324
9,881.0313881813854,352130.6548733673,-161.34826308441555,241385415177.06198
10,881.0313881813854,352130.6548733673,-161.34826308441555,245199442722.22385
11,876.2285382535356,347679.70414201805,-141.31070410533914,247314000804.44604
12,876.2285382535356,347679.70414201805,-141.31070410533914,253614887130.27127
13,876.2285382535356,347661.3211120974,-131.3588186688312,262356236420.92532
14,876.2285382535356,347661.3211120974,-131.3588186688312,260404319202.83582
15,875.4669942419916,346972.59925778303,-136.1927245238095,268833972994.09048
16,875.4669942419916,346972.59925778303,-136.1927245238095,270726061004.18796
17,875.4669942419916,346972.59925778303,-136.1927245238095,272816001490.48798
18,874.2386392636365,345826.2134421769,-141.25729632034634,290586345586.778
19,870.5952409952382,342434.30562586,-136.306416089466,290736542651.11316
20,870.5952409952382,342434.30562586,-136.306416089466,292496355629.7324
21,870.5952409952382,342434.30562586,-136.306416089466,293846184572.3229
22,870.5952409952382,342434.30562586,-136.306416089466,293260615555.1292
23,867.5144329144302,339639.77243745455,-156.21876301587307,287330911860.30804
24,858.9469725969698,331761.1365125411,-126.17835948412701,290477090611.6045
25,858.9469725969698,331761.1365125411,-126.17835948412701,291477655772.88947
26,858.9469725969698,331761.1365125411,-126.17835948412701,299950511519.0712
27,858.9469725969698,331761.1365125411,-126.17835948412701,307274026617.5485
28,858.9469725969698,331761.1365125411,-126.17835948412701,310590680581.41547
29,853.950940850938,327157.0947963866,-136.16920670634926,324437268969.45
30,853.950940850938,327157.0947963866,-136.16920670634926,333984606466.02704
31,853.950940850938,327157.0947963866,-136.16920670634926,334420534087.1291
32,853.950940850938,327157.0947963866,-136.16920670634926,335199158182.80524
33,853.950940850938,327157.0947963866,-136.16920670634926,336461238833.11487
34,853.950940850938,327157.0947963866,-136.16920670634926,340477841185.6103
35,853.950940850938,327157.0947963866,-136.16920670634926,339092957190.38275
36,853.950940850938,327187.3858280785,-131.1356019083694,348164958568.3379
37,853.950940850938,327187.3858280785,-131.1356019083694,346153395527.8704
38,853.9193752943726,327104.94044362294,-126.21418051587308,348720103777.3823
39,853.9193752943726,327104.94044362294,-126.21418051587308,353954192859.1138
40,851.7539711539682,325110.6396573498,-131.16601186868695,357419074095.26416
41,840.7512655262627,314990.726233966,-121.16814503607505,359699094846.7628
42,840.7512655262627,314990.726233966,-121.16814503607505,362919332896.8357
43,840.7512655262627,314990.726233966,-121.16814503607505,365941910107.585
44,840.7512655262627,314990.726233966,-121.16814503607505,373977403502.7822
45,840.7512655262627,314990.726233966,-121.16814503607505,376191087716.0641
46,840.7512655262627,314990.726233966,-121.16814503607505,375583873810.4207
47,840.7512655262627,314990.726233966,-121.16814503607505,379265791107.06464
48,840.7512655262627,314990.726233966,-121.16814503607505,388278028396.7355
49,835.3728383978357,310090.078464785,-126.15459756493509,395223878539.2033
