Makespan,Energy,Reliability,Schedule
901.1803780803755,370789.97363032994,-66.0727516486291,"[2, 14, 12, 0, 7, 13, 5, 8, 11, 3, 9, 10, 6, 1, 4, 11, 2, 8, 4, 15, 11, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 6, 7, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 9, 5, 1, 2, 8, 14, 10, 1, 12, 9, 5, 6, 2, 8, 4, 5, 6, 2, 13, 4, 15, 6, 7, 8, 5, 6, 2, 3, 4, 10, 1, 2, 8, 4, 15, 6, 7, 13, 14, 1, 7, 3, 9, 10, 6, 2, 13, 4, 5, 1, 7, 8, 9, 5, 2, 8, 9, 15, 6, 2, 8, 9, 15, 1, 12, 3, 4, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 7, 3, 9, 10, 11, 2, 9, 5, 1, 12, 3, 9, 5, 1, 12, 8, 9, 10, 6, 12, 8, 10, 1, 7, 13, 4, 15, 1, 12, 3, 14, 10, 1, 2, 3, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 10, 1, 7, 13, 9, 10, 12, 8, 4, 10, 1, 7, 8, 9, 10, 6, 12, 8, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 8, 4, 15, 1, 2, 4, 5, 6, 7, 3, 4, 10, 1, 12, 8, 9, 15, 1, 2, 8, 5, 6, 12, 3, 9, 5, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
842.7478383978357,316963.1450704596,-76.08537391414134,"[2, 14, 11, 8, 1, 4, 3, 5, 6, 0, 13, 9, 10, 12, 7, 11, 2, 8, 4, 10, 1, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 9, 5, 1, 2, 8, 14, 10, 1, 12, 9, 5, 1, 2, 8, 4, 5, 1, 2, 8, 4, 15, 6, 7, 8, 10, 6, 2, 8, 4, 10, 1, 12, 13, 4, 10, 6, 7, 13, 14, 1, 7, 3, 9, 10, 6, 2, 13, 4, 5, 1, 7, 8, 14, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 8, 14, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 2, 3, 4, 10, 11, 2, 9, 5, 1, 12, 3, 9, 5, 1, 12, 8, 4, 10, 1, 12, 8, 10, 1, 7, 13, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 10, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 2, 4, 5, 11, 7, 3, 4, 5, 1, 12, 8, 9, 10, 1, 2, 8, 5, 6, 12, 3, 9, 10, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
841.5916334916308,315864.31812510244,-81.07069224386721,"[2, 14, 11, 8, 1, 4, 3, 5, 6, 0, 13, 9, 10, 12, 7, 11, 2, 8, 4, 10, 11, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 4, 5, 1, 2, 8, 14, 15, 1, 12, 9, 5, 6, 2, 8, 4, 5, 6, 2, 8, 4, 15, 6, 7, 8, 10, 6, 2, 3, 4, 10, 1, 12, 13, 4, 15, 6, 7, 13, 14, 1, 7, 3, 14, 10, 6, 2, 13, 4, 5, 1, 7, 8, 9, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 3, 14, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 2, 3, 4, 10, 11, 2, 9, 5, 1, 12, 8, 9, 5, 1, 12, 8, 9, 10, 1, 12, 8, 10, 1, 7, 8, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 11, 2, 13, 4, 5, 1, 2, 3, 4, 5, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 15, 6, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 2, 4, 5, 6, 7, 3, 4, 5, 1, 12, 8, 9, 15, 1, 2, 8, 5, 6, 12, 3, 9, 5, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
851.2763376763348,324813.420888746,-66.10079335858576,"[2, 14, 11, 8, 1, 4, 3, 5, 0, 13, 6, 9, 10, 12, 7, 11, 2, 8, 4, 10, 1, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 9, 5, 1, 2, 8, 14, 10, 1, 12, 9, 5, 1, 2, 8, 4, 5, 1, 2, 8, 4, 15, 6, 7, 8, 10, 6, 2, 8, 4, 10, 1, 12, 13, 4, 10, 6, 7, 13, 14, 1, 7, 3, 9, 10, 6, 2, 13, 4, 5, 1, 7, 8, 14, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 8, 14, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 2, 3, 4, 10, 11, 2, 9, 5, 1, 12, 13, 9, 5, 1, 12, 8, 4, 10, 1, 12, 8, 10, 1, 7, 13, 4, 15, 6, 12, 3, 14, 10, 1, 2, 8, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 10, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 7, 4, 5, 11, 7, 3, 4, 5, 1, 12, 8, 9, 10, 1, 2, 8, 5, 6, 12, 3, 9, 10, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
927.4754718754692,395092.5337063904,-61.36433232683975,"[2, 0, 12, 8, 13, 6, 3, 5, 4, 14, 1, 9, 10, 11, 7, 11, 12, 8, 9, 5, 1, 2, 8, 4, 5, 6, 12, 3, 14, 15, 2, 13, 4, 15, 1, 2, 8, 4, 10, 1, 2, 13, 4, 15, 1, 13, 9, 5, 11, 2, 8, 14, 10, 1, 2, 13, 14, 10, 1, 12, 9, 5, 1, 2, 8, 4, 5, 6, 12, 8, 4, 15, 6, 7, 13, 5, 6, 2, 8, 4, 10, 1, 12, 13, 14, 10, 6, 7, 3, 14, 1, 7, 3, 14, 10, 11, 12, 13, 4, 5, 1, 7, 8, 9, 5, 2, 8, 4, 5, 6, 2, 8, 9, 15, 1, 12, 3, 4, 5, 1, 3, 14, 5, 6, 7, 13, 14, 5, 1, 2, 3, 9, 10, 1, 12, 9, 15, 1, 12, 13, 9, 5, 1, 2, 8, 4, 10, 1, 2, 8, 10, 6, 7, 13, 4, 15, 1, 12, 3, 4, 10, 1, 2, 13, 4, 1, 7, 13, 4, 5, 1, 2, 3, 4, 10, 1, 2, 13, 9, 10, 7, 8, 14, 10, 6, 2, 8, 4, 10, 6, 12, 8, 4, 15, 1, 13, 4, 10, 11, 2, 13, 4, 10, 1, 7, 8, 14, 10, 1, 2, 4, 5, 6, 7, 13, 14, 15, 1, 12, 8, 9, 15, 1, 2, 13, 5, 6, 12, 3, 14, 5, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
851.2763376763348,324826.94975760236,-66.08287232683973,"[2, 14, 11, 8, 1, 4, 3, 5, 0, 13, 6, 9, 10, 12, 7, 11, 2, 8, 4, 10, 1, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 9, 5, 1, 2, 8, 14, 10, 1, 12, 9, 5, 1, 2, 8, 4, 5, 1, 2, 8, 4, 15, 6, 7, 8, 10, 6, 2, 8, 4, 10, 1, 12, 8, 4, 10, 6, 2, 13, 14, 1, 7, 3, 9, 10, 6, 2, 13, 4, 5, 1, 7, 8, 14, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 8, 14, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 2, 3, 4, 10, 11, 2, 9, 5, 1, 12, 13, 9, 5, 1, 12, 8, 4, 10, 1, 12, 8, 10, 1, 7, 13, 4, 15, 6, 12, 3, 14, 10, 1, 2, 8, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 10, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 5, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 7, 4, 5, 11, 7, 3, 4, 5, 1, 12, 8, 9, 10, 1, 2, 8, 5, 6, 12, 3, 9, 10, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
842.7478383978357,316977.7095704596,-76.08513641414133,"[2, 14, 11, 8, 1, 4, 3, 5, 6, 0, 13, 9, 10, 12, 7, 11, 2, 8, 4, 10, 1, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 9, 5, 1, 2, 8, 14, 10, 1, 12, 9, 5, 1, 2, 8, 4, 5, 1, 2, 8, 4, 15, 6, 7, 8, 10, 6, 2, 8, 4, 10, 1, 12, 13, 4, 10, 6, 7, 13, 14, 1, 7, 3, 9, 10, 1, 2, 13, 4, 5, 1, 7, 8, 14, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 8, 14, 5, 1, 3, 4, 5, 6, 2, 13, 9, 5, 1, 2, 3, 4, 10, 11, 2, 9, 5, 1, 12, 3, 9, 5, 1, 12, 8, 4, 10, 1, 12, 8, 10, 1, 7, 13, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 10, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 2, 4, 5, 11, 7, 3, 4, 5, 1, 12, 8, 9, 10, 1, 2, 8, 5, 6, 12, 3, 9, 10, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
831.8318932318905,306892.7750485476,-91.01985822510821,"[2, 14, 11, 8, 1, 4, 3, 5, 6, 0, 13, 9, 10, 12, 7, 11, 2, 8, 4, 10, 11, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 4, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 4, 10, 1, 2, 8, 9, 10, 1, 12, 9, 5, 6, 2, 8, 4, 5, 6, 2, 3, 4, 15, 6, 7, 8, 10, 6, 2, 3, 4, 10, 1, 12, 13, 4, 15, 6, 7, 13, 14, 1, 7, 3, 14, 10, 6, 2, 13, 4, 5, 1, 7, 8, 9, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 3, 14, 5, 1, 3, 4, 5, 6, 2, 3, 9, 5, 1, 2, 3, 4, 10, 1, 2, 9, 5, 1, 2, 8, 9, 5, 1, 12, 8, 9, 10, 1, 12, 8, 10, 1, 7, 8, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 6, 2, 13, 4, 5, 1, 2, 3, 4, 5, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 8, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 2, 4, 5, 6, 7, 3, 4, 5, 1, 12, 8, 9, 15, 1, 2, 3, 5, 6, 12, 3, 9, 5, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
833.3490288740262,308285.1070935405,-86.05742095238097,"[2, 14, 11, 8, 1, 4, 3, 5, 6, 0, 13, 9, 10, 12, 7, 6, 2, 8, 4, 15, 11, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 14, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 4, 10, 1, 2, 8, 9, 10, 1, 12, 9, 5, 6, 2, 8, 4, 5, 6, 2, 3, 14, 15, 6, 7, 8, 10, 6, 2, 3, 4, 10, 1, 12, 13, 4, 15, 6, 7, 13, 14, 1, 7, 3, 14, 10, 6, 2, 13, 4, 5, 1, 7, 8, 9, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 3, 14, 5, 1, 3, 4, 5, 6, 2, 3, 9, 10, 1, 2, 8, 9, 10, 1, 2, 9, 10, 6, 2, 8, 9, 5, 1, 12, 8, 9, 10, 1, 12, 8, 10, 1, 7, 8, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 11, 2, 13, 4, 5, 1, 2, 3, 4, 5, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 3, 4, 15, 1, 3, 4, 5, 6, 2, 8, 4, 10, 1, 7, 3, 4, 10, 1, 2, 4, 5, 6, 7, 3, 14, 5, 1, 12, 8, 9, 15, 1, 2, 3, 5, 6, 12, 3, 9, 5, 1, 12, 13, 4, 5, 1, 7, 8, 4]"
831.8318932318905,306860.7967878405,-91.08650599927846,"[2, 14, 11, 8, 1, 4, 3, 5, 13, 0, 6, 9, 10, 12, 7, 6, 2, 8, 4, 10, 11, 2, 8, 9, 5, 1, 7, 8, 9, 5, 2, 13, 14, 15, 1, 2, 8, 9, 10, 1, 12, 13, 4, 15, 1, 8, 4, 5, 1, 12, 8, 4, 10, 1, 2, 8, 9, 10, 1, 12, 9, 5, 6, 2, 8, 4, 5, 6, 7, 3, 14, 15, 6, 7, 8, 10, 6, 2, 3, 4, 10, 1, 12, 13, 4, 15, 6, 7, 13, 14, 1, 7, 3, 14, 10, 6, 2, 13, 4, 5, 1, 12, 8, 9, 5, 2, 8, 4, 15, 6, 2, 8, 9, 15, 1, 12, 3, 14, 5, 1, 8, 4, 5, 6, 2, 3, 9, 5, 1, 2, 3, 9, 10, 1, 2, 9, 5, 11, 2, 8, 9, 5, 1, 12, 8, 9, 10, 1, 12, 8, 10, 1, 7, 8, 4, 15, 6, 12, 3, 14, 10, 1, 2, 3, 4, 11, 2, 13, 4, 5, 1, 2, 3, 4, 5, 1, 2, 13, 9, 10, 12, 8, 4, 10, 6, 7, 8, 4, 10, 6, 12, 3, 4, 15, 11, 3, 4, 10, 6, 2, 8, 4, 10, 1, 7, 3, 4, 15, 1, 2, 4, 5, 6, 7, 3, 4, 5, 1, 12, 8, 9, 15, 1, 2, 8, 5, 6, 12, 3, 9, 5, 1, 12, 13, 4, 5, 1, 7, 8, 9]"
