Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,897.1865108365082,366965.8031974114,-126.37471486652232,Balanced,24.573568785757374,High,Fast,Flat,146155577493.31567
1,897.1865108365082,366965.8031974114,-126.37471486652232,Explore,-0.7648803642818506,High,Slow,Rise,180519623631.71982
2,894.5196637946613,364506.7166137173,-136.3814926443001,Exploit,7.884248388510403,High,Stagnant,Rise,219764832908.4355
3,892.644663794661,362765.6546691068,-126.34346013347762,Exploit,6.9949834823073225,High,Slow,Rise,246132982849.42642
4,891.0225497975471,361282.4407839553,-116.41870222943723,Balanced,6.655267393536616,High,Slow,Rise,254293127202.52515
5,888.878790778788,359297.7993654848,-121.42335730880232,Balanced,7.198498405475214,High,Slow,Rise,268212977031.7253
6,887.1865108365082,357731.3204236956,-126.38856656926407,Balanced,6.742539548199034,High,Slow,Rise,281693255559.7615
7,881.6241010240983,352659.3890193269,-131.23735537878795,Balanced,10.581974365881575,High,Slow,Rise,287204458320.7713
8,875.6136392636364,347131.31754119904,-111.34196358585857,Balanced,11.03903395401954,High,Slow,Rise,295410519694.5274
9,873.2557749057721,344897.9664619602,-126.36939580447334,Balanced,7.37045142990665,High,Slow,Rise,299128873187.9943
10,873.2557749057721,344897.9664619602,-126.36939580447334,Balanced,-0.9789549879037412,High,Slow,Rise,305424043942.5759
11,873.2557749057721,344897.9664619602,-126.36939580447334,Balanced,-0.99655873096912,High,Stagnant,Rise,306475090246.2817
12,863.2557749057721,335677.9664619602,-126.3693958044733,Exploit,15.0483878417938,High,Stagnant,Rise,321304758426.8595
13,863.2557749057721,335677.9664619602,-126.3693958044733,Balanced,-0.9994341910620826,High,Slow,Rise,321486555530.9728
14,859.2175353675325,331990.35471447103,-131.3024735822511,Balanced,9.053512776807095,High,Stagnant,Rise,326396696389.832
15,859.2175353675325,331990.35471447103,-131.3024735822511,Exploit,-0.999497727851274,High,Slow,Rise,326560636359.86475
16,859.2175353675325,331990.35471447103,-131.3024735822511,Exploit,-0.9533359879909089,High,Stagnant,Rise,341799265816.6579
17,859.2175353675325,331990.35471447103,-131.3024735822511,Balanced,-0.9641568092559615,High,Stagnant,Rise,354050442097.4967
18,859.2175353675325,331990.35471447103,-131.3024735822511,Exploit,-0.9627686065178342,High,Stagnant,Rise,367232233419.76337
19,859.2175353675325,331974.1245962892,-126.3074735822511,Exploit,-0.9929209787451018,High,Stagnant,Rise,369831878205.6256
20,859.2175353675325,331974.1245962892,-126.3074735822511,Explore,-1.0,High,Stagnant,Rise,369831878205.6256
21,859.2175353675325,331974.1245962892,-126.3074735822511,Balanced,-1.007096740736704,High,Stagnant,Flat,367207277249.83203
22,859.2175353675325,331974.1245962892,-126.3074735822511,Explore,-1.0,High,Stagnant,Flat,367207277249.83203
23,856.0977662477635,329199.2280702431,-101.12483007575753,Exploit,8.160916337052686,High,Stagnant,Flat,382316834874.98566
24,856.0977662477635,329199.2280702431,-101.12483007575753,Balanced,-1.010025308009834,High,Slow,Rise,378483990848.0191
25,856.0977662477635,329199.2280702431,-101.12483007575753,Balanced,-0.9786780927720302,High,Stagnant,Flat,386553991388.15234
26,856.0977662477635,329177.06116643356,-101.13188079004327,Exploit,-0.9975186738398013,High,Stagnant,Rise,387513157919.313
27,851.7619076619048,325166.60241690965,-96.12285986652235,Exploit,9.383333336669267,High,Stagnant,Rise,405910248527.3643
28,850.4621241121215,324026.9498559431,-91.09362792207789,Balanced,6.3034706835812555,High,Slow,Rise,407406893923.62915
29,850.4621241121215,324026.9498559431,-91.09362792207789,Explore,-1.0224609524854156,High,Slow,Rise,398256147036.97974
30,850.4621241121215,324026.9498559431,-91.09362792207789,Exploit,-0.9982946799924788,High,Stagnant,Flat,398935301212.6402
31,847.4761933761905,321221.3729368953,-96.1117154220779,Exploit,8.011989329735663,High,Stagnant,Rise,409330994181.2845
32,847.4761933761905,321221.3729368953,-96.1117154220779,Balanced,-1.0027740844614916,High,Slow,Rise,408195475430.7193
33,843.4549091049064,317577.3818652359,-86.08327831890327,Exploit,9.041223667198,High,Stagnant,Flat,416334646625.58844
34,843.4549091049064,317577.3818652359,-86.08327831890327,Balanced,-0.9593540030005695,High,Slow,Rise,433256983423.09106
35,843.4549091049064,317577.3818652359,-86.08327831890327,Exploit,-0.9734613627687655,High,Stagnant,Rise,444755033334.0555
36,843.4549091049064,317577.3818652359,-86.08327831890327,Exploit,-0.952076715720756,High,Stagnant,Rise,466069155231.1481
37,843.4549091049064,317577.3818652359,-86.08327831890327,Exploit,-0.9847743618987395,High,Stagnant,Rise,473165355518.8577
38,841.5916334916308,315863.65466332756,-86.07527752525249,Exploit,6.879724342705719,High,Stagnant,Rise,480948324427.4849
39,831.8318932318905,306892.12482582027,-96.02896731601729,Balanced,14.75222598198708,High,Slow,Rise,477334345132.79846
40,831.8318932318905,306892.12482582027,-96.02896731601729,Balanced,-1.0044266239828552,High,Slow,Flat,475221365472.79315
41,831.8318932318905,306892.12482582027,-96.02896731601729,Exploit,-0.9984420188626001,High,Stagnant,Flat,475961751396.2892
42,831.8318932318905,306892.12482582027,-96.02896731601729,Exploit,-1.0038567439465733,High,Stagnant,Rise,474126088792.79114
43,831.8318932318905,306892.12482582027,-96.02896731601729,Exploit,-0.9917928792879203,High,Stagnant,Flat,478017298836.2598
44,831.8318932318905,306892.12482582027,-96.02896731601729,Explore,-1.010596853732038,High,Stagnant,Rise,472951819439.1081
