Makespan,Energy,Reliability,Schedule
852.4814242564216,325697.23993429804,-111.11550671356424,"[9, 2, 11, 8, 5, 7, 6, 0, 12, 10, 3, 14, 1, 4, 13, 1, 7, 8, 9, 5, 11, 2, 8, 14, 5, 1, 2, 8, 4, 15, 2, 8, 14, 5, 1, 7, 8, 9, 5, 1, 7, 3, 9, 15, 6, 3, 4, 15, 6, 7, 3, 9, 15, 1, 12, 13, 9, 15, 11, 7, 4, 10, 1, 2, 3, 4, 10, 6, 2, 3, 9, 5, 6, 12, 3, 10, 6, 2, 8, 4, 15, 6, 2, 8, 4, 10, 1, 2, 8, 4, 6, 7, 13, 4, 5, 1, 7, 13, 4, 10, 11, 12, 3, 14, 10, 12, 8, 4, 5, 6, 12, 13, 4, 5, 1, 7, 8, 4, 5, 11, 8, 4, 10, 1, 12, 8, 4, 10, 6, 2, 8, 9, 5, 6, 7, 14, 15, 6, 12, 8, 9, 10, 6, 7, 3, 4, 5, 11, 7, 13, 15, 6, 7, 3, 4, 10, 1, 7, 8, 9, 10, 6, 7, 13, 4, 6, 7, 3, 4, 15, 6, 12, 8, 9, 10, 1, 7, 3, 9, 10, 7, 8, 4, 15, 6, 2, 3, 9, 10, 11, 12, 13, 14, 15, 11, 13, 9, 5, 1, 2, 8, 9, 5, 1, 12, 8, 9, 5, 6, 2, 4, 10, 1, 2, 3, 9, 10, 1, 2, 13, 4, 10, 11, 2, 8, 15, 6, 7, 8, 14, 5, 11, 7, 3, 4, 5, 1, 7, 3, 4]"
862.6753275753247,335193.2058471153,-101.06616055916301,"[2, 0, 5, 8, 11, 12, 9, 7, 6, 10, 3, 14, 1, 4, 13, 1, 2, 3, 9, 5, 1, 2, 8, 4, 5, 1, 2, 8, 4, 10, 12, 3, 9, 5, 1, 7, 8, 9, 5, 1, 2, 3, 9, 15, 1, 8, 9, 5, 6, 7, 3, 9, 10, 6, 12, 13, 9, 15, 11, 7, 14, 10, 1, 2, 8, 4, 10, 1, 2, 3, 9, 5, 6, 7, 3, 10, 6, 2, 3, 4, 15, 6, 2, 8, 4, 10, 1, 2, 13, 4, 6, 7, 8, 4, 5, 1, 12, 13, 4, 10, 11, 2, 8, 4, 5, 7, 13, 4, 15, 11, 12, 3, 4, 5, 1, 7, 8, 4, 5, 11, 8, 4, 10, 1, 7, 8, 4, 5, 6, 12, 13, 9, 5, 1, 2, 14, 15, 6, 12, 8, 9, 15, 6, 7, 13, 4, 10, 11, 7, 3, 15, 6, 7, 3, 9, 10, 1, 2, 13, 9, 5, 6, 7, 13, 9, 6, 7, 3, 4, 5, 1, 12, 8, 9, 10, 1, 7, 3, 9, 15, 7, 8, 4, 15, 6, 12, 8, 4, 10, 11, 7, 13, 9, 15, 1, 13, 9, 5, 1, 2, 8, 9, 5, 1, 12, 8, 9, 5, 11, 7, 4, 10, 1, 2, 8, 9, 5, 1, 2, 13, 4, 5, 11, 2, 8, 5, 1, 7, 8, 14, 5, 6, 7, 3, 4, 10, 6, 12, 8, 9]"
847.6536825536796,321239.7331877935,-121.0636730952381,"[2, 0, 5, 8, 11, 9, 7, 6, 10, 12, 3, 14, 1, 4, 13, 6, 7, 8, 9, 5, 11, 2, 8, 9, 5, 1, 2, 8, 4, 15, 2, 8, 9, 5, 1, 7, 3, 9, 5, 1, 7, 3, 4, 5, 6, 3, 4, 5, 6, 12, 3, 9, 10, 1, 12, 13, 9, 15, 11, 7, 4, 10, 1, 2, 13, 4, 10, 6, 2, 3, 9, 5, 6, 12, 3, 10, 6, 2, 8, 4, 15, 6, 2, 8, 4, 5, 1, 2, 8, 4, 6, 7, 13, 4, 10, 1, 7, 3, 4, 10, 11, 12, 8, 14, 10, 12, 3, 4, 5, 11, 12, 13, 4, 15, 1, 7, 8, 4, 5, 11, 8, 4, 10, 1, 12, 8, 4, 10, 6, 7, 8, 9, 5, 6, 7, 14, 15, 6, 12, 8, 9, 15, 6, 7, 3, 4, 5, 11, 7, 13, 15, 1, 7, 3, 4, 10, 1, 7, 8, 9, 10, 6, 7, 13, 4, 6, 2, 3, 4, 15, 6, 12, 8, 9, 10, 1, 7, 3, 9, 10, 7, 8, 9, 15, 6, 2, 3, 9, 10, 11, 7, 13, 14, 5, 11, 13, 9, 5, 1, 2, 8, 9, 5, 1, 12, 8, 9, 15, 6, 2, 4, 10, 1, 2, 3, 9, 5, 1, 2, 13, 4, 5, 11, 12, 8, 15, 6, 7, 8, 14, 5, 6, 7, 3, 4, 5, 1, 7, 3, 4]"
853.0562799562771,326303.3562631182,-111.10357582251088,"[2, 0, 5, 8, 11, 9, 7, 6, 10, 12, 3, 14, 1, 4, 13, 6, 2, 3, 9, 15, 1, 2, 8, 4, 15, 11, 2, 8, 4, 5, 12, 3, 9, 5, 1, 7, 3, 4, 5, 1, 2, 3, 9, 10, 6, 8, 9, 5, 11, 12, 3, 9, 10, 6, 2, 13, 9, 10, 11, 7, 4, 10, 1, 7, 13, 4, 10, 6, 2, 3, 9, 5, 6, 7, 3, 10, 6, 2, 3, 4, 15, 6, 2, 3, 4, 10, 1, 2, 13, 4, 6, 12, 13, 4, 10, 1, 2, 8, 9, 10, 11, 7, 8, 4, 10, 12, 8, 4, 5, 11, 7, 13, 9, 5, 1, 7, 8, 9, 5, 1, 13, 4, 10, 1, 2, 8, 14, 5, 6, 12, 13, 9, 5, 6, 2, 9, 15, 6, 7, 8, 9, 10, 1, 7, 8, 4, 5, 11, 7, 3, 15, 1, 7, 3, 14, 10, 1, 2, 8, 9, 10, 6, 7, 13, 4, 6, 2, 3, 4, 5, 1, 7, 8, 9, 15, 1, 7, 3, 9, 5, 2, 13, 4, 15, 6, 12, 8, 4, 10, 11, 7, 13, 9, 5, 1, 8, 9, 10, 11, 7, 3, 4, 5, 1, 12, 8, 4, 5, 11, 2, 4, 10, 1, 2, 8, 4, 5, 6, 2, 8, 4, 5, 1, 12, 8, 15, 1, 7, 8, 14, 5, 6, 2, 3, 4, 5, 6, 12, 8, 4]"
910.5523117023091,379308.876381827,-76.37325850288599,"[14, 2, 11, 8, 1, 12, 6, 10, 0, 7, 4, 9, 5, 3, 13, 6, 7, 3, 14, 5, 1, 2, 3, 4, 15, 11, 2, 8, 4, 15, 12, 13, 9, 5, 1, 7, 13, 14, 5, 1, 2, 3, 9, 15, 1, 3, 14, 10, 11, 7, 13, 4, 10, 11, 12, 13, 14, 15, 11, 7, 14, 10, 1, 12, 13, 4, 5, 11, 2, 13, 4, 5, 6, 7, 3, 10, 6, 2, 8, 4, 15, 6, 2, 8, 4, 10, 1, 2, 8, 4, 6, 7, 8, 9, 15, 1, 7, 13, 4, 10, 1, 7, 8, 14, 10, 12, 8, 9, 15, 6, 12, 3, 4, 5, 1, 7, 8, 4, 5, 1, 8, 4, 10, 1, 2, 8, 4, 5, 6, 12, 13, 9, 10, 1, 2, 9, 15, 6, 12, 8, 14, 15, 6, 7, 13, 4, 5, 6, 7, 3, 15, 6, 12, 3, 9, 5, 1, 2, 13, 9, 5, 1, 7, 13, 9, 6, 7, 8, 4, 5, 1, 12, 8, 9, 10, 1, 7, 3, 14, 10, 2, 8, 4, 10, 6, 12, 13, 9, 10, 1, 7, 13, 9, 15, 1, 3, 9, 15, 1, 2, 3, 9, 15, 1, 12, 8, 4, 15, 11, 12, 4, 10, 1, 2, 13, 4, 5, 1, 2, 13, 4, 15, 1, 2, 8, 15, 11, 7, 8, 14, 5, 6, 12, 8, 4, 5, 6, 12, 8, 9]"
843.9054863054835,317879.6931013109,-126.03768614357871,"[2, 0, 5, 8, 11, 9, 7, 6, 10, 12, 3, 14, 1, 4, 13, 6, 2, 3, 4, 15, 1, 2, 8, 9, 10, 6, 2, 3, 4, 5, 7, 3, 14, 5, 1, 7, 3, 14, 5, 1, 2, 3, 4, 10, 1, 8, 9, 5, 6, 12, 3, 9, 10, 1, 12, 13, 9, 5, 11, 7, 4, 10, 1, 2, 3, 4, 10, 11, 12, 3, 4, 5, 6, 7, 3, 10, 6, 2, 3, 4, 15, 6, 2, 13, 4, 10, 1, 2, 8, 4, 6, 12, 3, 4, 10, 1, 2, 3, 9, 10, 11, 7, 8, 14, 10, 7, 8, 4, 5, 11, 12, 13, 4, 5, 6, 7, 8, 4, 5, 1, 8, 4, 5, 1, 2, 8, 9, 5, 6, 12, 3, 9, 5, 1, 2, 14, 15, 6, 12, 8, 14, 15, 6, 7, 8, 4, 5, 11, 7, 3, 15, 1, 7, 3, 14, 10, 1, 2, 13, 9, 10, 6, 7, 13, 4, 6, 2, 3, 4, 5, 1, 7, 8, 9, 15, 1, 7, 3, 9, 10, 7, 13, 4, 10, 6, 7, 8, 4, 10, 11, 7, 13, 9, 15, 1, 8, 9, 10, 1, 7, 8, 4, 5, 1, 12, 3, 4, 5, 11, 7, 4, 10, 6, 2, 3, 4, 5, 6, 2, 8, 4, 5, 1, 12, 8, 15, 1, 7, 8, 14, 5, 6, 2, 8, 4, 5, 6, 12, 8, 9]"
866.8253997253971,338943.7186957735,-96.13152960317458,"[9, 2, 11, 8, 5, 7, 10, 6, 0, 12, 3, 14, 1, 4, 13, 1, 7, 3, 9, 5, 6, 2, 8, 14, 15, 1, 2, 8, 4, 5, 12, 3, 9, 5, 1, 7, 3, 9, 5, 1, 2, 3, 9, 15, 6, 8, 9, 5, 6, 7, 3, 4, 10, 1, 12, 13, 4, 15, 11, 7, 14, 10, 1, 2, 3, 4, 10, 6, 2, 3, 9, 5, 6, 12, 3, 10, 6, 2, 8, 4, 15, 6, 2, 3, 4, 10, 1, 2, 13, 4, 6, 7, 13, 4, 5, 1, 7, 13, 4, 10, 11, 2, 3, 14, 10, 7, 8, 4, 15, 11, 12, 13, 4, 5, 1, 7, 8, 4, 5, 11, 8, 4, 10, 1, 7, 8, 9, 15, 6, 12, 13, 9, 5, 1, 2, 9, 15, 11, 12, 8, 9, 15, 6, 7, 13, 4, 10, 11, 7, 8, 15, 6, 7, 3, 9, 10, 1, 2, 13, 9, 10, 6, 7, 13, 4, 6, 7, 8, 4, 10, 1, 12, 8, 9, 10, 1, 7, 3, 9, 10, 7, 8, 4, 10, 6, 2, 13, 4, 10, 11, 7, 13, 14, 5, 1, 8, 9, 5, 6, 2, 8, 9, 5, 1, 12, 8, 9, 5, 6, 7, 4, 10, 1, 2, 8, 9, 5, 6, 2, 13, 4, 10, 1, 2, 8, 15, 6, 7, 8, 14, 5, 6, 7, 3, 4, 10, 6, 12, 8, 9]"
855.8279249779222,328880.59439598623,-106.11063693722947,"[2, 0, 5, 8, 11, 9, 7, 6, 10, 12, 3, 14, 1, 4, 13, 6, 2, 3, 4, 15, 1, 2, 8, 9, 15, 6, 2, 8, 4, 5, 7, 3, 14, 5, 1, 7, 3, 14, 5, 1, 2, 3, 4, 10, 1, 8, 9, 5, 6, 12, 3, 9, 10, 1, 2, 13, 9, 5, 11, 7, 4, 10, 1, 2, 13, 4, 10, 11, 12, 3, 9, 10, 6, 7, 3, 10, 6, 2, 3, 4, 15, 6, 2, 13, 4, 10, 1, 2, 13, 4, 6, 12, 13, 4, 10, 1, 2, 3, 9, 10, 11, 7, 8, 14, 10, 7, 8, 4, 5, 11, 12, 13, 9, 5, 1, 7, 8, 4, 5, 1, 8, 4, 5, 1, 2, 8, 9, 5, 6, 12, 3, 9, 5, 1, 2, 14, 10, 6, 12, 8, 14, 15, 6, 7, 8, 4, 5, 11, 7, 3, 15, 1, 7, 3, 14, 10, 1, 2, 13, 9, 10, 6, 7, 13, 4, 6, 2, 3, 4, 5, 1, 7, 8, 9, 15, 1, 7, 3, 9, 10, 7, 13, 4, 15, 6, 12, 8, 4, 10, 11, 7, 13, 9, 15, 1, 8, 9, 10, 1, 7, 8, 4, 5, 1, 2, 8, 4, 5, 11, 7, 4, 10, 6, 2, 3, 4, 5, 6, 2, 8, 4, 5, 1, 12, 8, 15, 6, 7, 8, 14, 5, 6, 2, 8, 4, 5, 6, 12, 8, 9]"
843.9054863054835,317892.7851194927,-126.03548614357872,"[2, 0, 5, 8, 11, 9, 7, 6, 10, 12, 3, 14, 1, 4, 13, 6, 2, 3, 4, 10, 1, 2, 8, 9, 10, 6, 2, 3, 4, 5, 7, 3, 14, 5, 1, 7, 3, 14, 5, 1, 2, 3, 4, 10, 1, 8, 9, 5, 6, 12, 3, 9, 15, 1, 12, 13, 9, 5, 11, 7, 4, 10, 1, 2, 3, 4, 10, 11, 12, 3, 4, 5, 6, 7, 3, 10, 6, 2, 3, 4, 15, 6, 2, 13, 4, 10, 1, 2, 8, 4, 6, 12, 3, 4, 10, 1, 2, 3, 9, 10, 11, 7, 8, 14, 10, 7, 8, 4, 5, 11, 12, 13, 4, 5, 6, 7, 8, 4, 5, 1, 8, 4, 5, 1, 2, 8, 9, 5, 6, 12, 3, 9, 5, 1, 2, 14, 15, 6, 12, 8, 14, 15, 6, 7, 8, 4, 5, 11, 7, 3, 15, 1, 7, 3, 14, 10, 1, 2, 13, 9, 10, 6, 7, 13, 4, 6, 2, 3, 4, 5, 1, 7, 8, 9, 15, 1, 7, 3, 9, 10, 7, 13, 4, 10, 6, 7, 8, 4, 10, 11, 7, 13, 9, 15, 1, 8, 9, 10, 1, 2, 8, 4, 5, 1, 12, 3, 4, 5, 11, 7, 4, 10, 6, 2, 3, 4, 5, 6, 2, 8, 4, 5, 1, 12, 8, 15, 1, 7, 8, 14, 5, 6, 2, 8, 4, 5, 6, 12, 8, 9]"
838.8865469115443,313222.6996575016,-136.11904900072156,"[2, 0, 5, 8, 11, 12, 9, 7, 6, 10, 3, 14, 1, 4, 13, 6, 7, 3, 9, 5, 6, 2, 8, 9, 15, 11, 7, 3, 4, 5, 2, 3, 9, 5, 1, 7, 3, 14, 5, 1, 2, 3, 4, 15, 1, 8, 9, 5, 6, 7, 3, 9, 10, 11, 12, 13, 9, 5, 11, 7, 4, 10, 1, 2, 3, 4, 10, 11, 2, 3, 14, 5, 6, 7, 3, 10, 6, 2, 13, 4, 15, 6, 2, 3, 4, 10, 1, 2, 8, 4, 11, 12, 13, 4, 5, 1, 12, 3, 9, 10, 11, 7, 8, 4, 10, 12, 3, 4, 10, 11, 12, 13, 4, 5, 1, 7, 8, 4, 5, 1, 8, 4, 10, 1, 2, 13, 9, 15, 6, 12, 3, 9, 5, 6, 2, 14, 15, 6, 12, 8, 14, 15, 6, 7, 3, 4, 5, 11, 7, 3, 15, 6, 7, 3, 14, 5, 1, 2, 8, 9, 10, 6, 7, 13, 4, 6, 2, 8, 4, 10, 1, 7, 8, 9, 15, 1, 7, 3, 4, 10, 7, 8, 4, 10, 6, 12, 8, 4, 10, 11, 7, 13, 9, 5, 1, 13, 9, 5, 6, 2, 3, 4, 5, 1, 12, 8, 14, 5, 6, 7, 4, 10, 1, 2, 3, 14, 5, 6, 2, 8, 4, 5, 1, 2, 8, 15, 1, 7, 8, 14, 5, 6, 2, 3, 4, 5, 6, 12, 8, 9]"
