Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,1772.1060635060617,1174993.211865215,-229.7677885858586,1671129695739.2637
1,1722.0137114137085,1128889.7608490055,-254.91167148989885,2019190702839.394
2,1689.248018773016,1098734.6916568158,-229.47768559523803,2238384340245.7563
3,1689.248018773016,1098734.6916568158,-229.47768559523803,2548905320226.678
4,1665.5443751943722,1077077.0515165487,-219.55263716450207,2925150414000.562
5,1659.2480187730157,1071105.8948622416,-219.26095031024525,3199948397113.786
6,1637.2687619187584,1050895.6378756682,-219.24299815656565,3523854543363.79
7,1629.6872323372293,1044113.5133953728,-234.3338354509379,3648556307697.1367
8,1588.3778889028856,1005777.919967086,-203.9203914935064,3718897958938.7627
9,1588.3778889028856,1005777.919967086,-203.9203914935064,3937569397574.3096
10,1556.3777085277054,976607.225325268,-198.95629242784983,4200745006294.2676
11,1534.8849235349203,957054.6737476345,-208.79172967893211,4543274966115.816
12,1534.8849235349203,957054.6737476345,-208.79172967893211,4779604596169.834
13,1534.8849235349203,957054.6737476345,-208.79172967893211,4915099130203.777
14,1509.5856811106778,933571.163244734,-193.68712851010093,5037315684254.907
15,1502.1536825536791,926926.7970244237,-203.5146312157285,5180545782248.428
16,1502.1536825536791,926926.7970244237,-203.5146312157285,5204807029205.897
17,1502.1536825536791,926926.7970244237,-203.5146312157285,5286376516780.29
18,1502.1536825536791,926926.7970244237,-203.5146312157285,5469362888964.375
19,1502.1536825536791,926926.7970244237,-203.5146312157285,5575596950087.912
20,1502.1536825536791,926926.7970244237,-203.5146312157285,5574590775412.868
21,1493.3474054974022,918582.8185829807,-213.71687996392484,5612129464087.801
22,1493.3474054974022,918582.8185829807,-213.71687996392484,5684896813269.529
23,1463.5173189173156,891061.6880846618,-188.58853863997112,5880097494197.122
24,1463.5173189173156,891061.6880846618,-188.58853863997112,5853952263287.687
25,1440.5579033329,869990.0139956935,-188.4390449891775,6008875838957.723
26,1440.5579033329,869990.0139956935,-188.4390449891775,6070520046194.954
27,1440.5579033329,869990.0139956935,-188.4390449891775,6147813646115.996
28,1440.5579033329,869990.0139956935,-188.4390449891775,6226109219505.201
29,1440.5579033329,869990.0139956935,-188.4390449891775,6257446406411.803
30,1440.5579033329,869990.0139956935,-188.4390449891775,6280583889669.534
31,1440.5579033329,869990.0139956935,-188.4390449891775,6303922369436.235
32,1428.1134588884556,858708.7221881757,-188.36078487012978,6476943207478.322
33,1428.1134588884556,858708.7221881757,-188.36078487012978,6571667722793.542
34,1428.1134588884556,858708.7221881757,-188.36078487012978,6620869411016.897
35,1428.1134588884556,858708.7221881757,-188.36078487012978,6762231093306.698
36,1428.1134588884556,858708.7221881757,-188.36078487012978,6803722371505.039
37,1428.1134588884556,858708.7221881757,-188.36078487012978,6806060709208.675
38,1408.3221529721498,840460.1238308164,-163.14179822871571,6901372686843.127
39,1408.3221529721498,840460.1238308164,-163.14179822871571,6954230897289.827
40,1408.3221529721498,840460.1238308164,-163.14179822871571,6993135464709.432
41,1405.099209249206,837500.7010047954,-158.19115866522364,7042651956698.893
42,1405.099209249206,837500.7010047954,-158.19115866522364,7313903391926.352
43,1403.2290793790762,835939.9881041136,-158.34223739898982,7597052932579.024
44,1403.2290793790762,835939.9881041136,-158.34223739898982,7675005750749.866
45,1403.2290793790762,835939.9881041136,-158.34223739898982,7708549845660.76
46,1403.2290793790762,835939.9881041136,-158.34223739898982,7738162123612.203
47,1395.0523117023085,828049.3712808453,-187.98528137806628,7798004021761.979
48,1395.0523117023085,828049.3712808453,-187.98528137806628,7818451591903.923
49,1395.0523117023085,828049.3712808453,-187.98528137806628,7841544750519.701
