Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,916.8015902015875,384933.00619257713,-121.43103974747476,110530313544.98732
1,905.7418860168832,374803.9471845071,-141.41475306998558,121386474530.14151
2,905.7418860168832,374803.9471845071,-141.41475306998558,132896260451.0117
3,901.8697720197692,371389.2160670181,-111.42945105339105,136337488916.567
4,896.5753997253969,366442.8529603008,-126.45315106060612,151690195007.2383
5,893.9933290183264,364112.2318724511,-121.44145478354974,157946179041.36853
6,888.6051616301588,359137.551585961,-121.46539446969697,165687677290.21024
7,888.6051616301588,359137.551585961,-121.46539446969697,174286988943.80518
8,888.6051616301588,359137.551585961,-121.46539446969697,192476001095.5538
9,888.6051616301588,359137.551585961,-121.46539446969697,196208062539.5528
10,884.6684733184707,355487.19943139766,-126.33835879509381,202985702725.1664
11,884.6684733184707,355487.19943139766,-126.33835879509381,205672918175.9854
12,884.6684733184707,355529.53816927643,-121.33630712842712,207574012741.59418
13,884.6684733184707,355529.53816927643,-121.33630712842712,207627221355.50723
14,881.9839495089467,352948.5980618917,-121.39815662337661,209161509044.80804
15,881.9839495089467,352941.9842095685,-121.38723202020199,212919099367.7374
16,877.6684733184707,349027.4427828262,-141.30105760461763,214264888512.1286
17,877.6684733184707,349027.4427828262,-141.30105760461763,216205472404.67307
18,876.6222972722946,348078.2300836739,-106.3482048556998,217283542351.63812
19,865.1103925103898,337431.3623782338,-146.29892209235206,216896054136.39508
20,865.1103925103898,337431.3623782338,-146.29892209235206,215796396942.91382
21,858.2041876041849,331103.41643978865,-161.1585339862914,214764507614.73734
22,858.2041876041849,331103.41643978865,-161.1585339862914,216847807673.40588
23,858.2041876041849,331073.293917855,-161.0862665259739,221728800163.70697
24,858.2041876041849,331073.293917855,-161.0862665259739,227391791936.97092
25,858.2041876041849,331073.293917855,-161.0862665259739,226667868703.68997
26,858.2041876041849,331073.293917855,-161.0862665259739,215699577287.63773
27,858.2041876041849,331073.293917855,-161.0862665259739,211659319488.29962
28,856.8198080948052,329864.621874352,-166.06612962121216,216666318008.11243
29,855.0057749057721,328152.2970296839,-131.16100237734491,230460806693.80127
30,855.0057749057721,328152.2970296839,-131.16100237734491,236636459166.33047
31,855.0057749057721,328152.2970296839,-131.16100237734491,233512103823.6226
32,854.6327590327563,327814.45352360536,-161.07978997474746,238272019758.03976
33,854.6327590327563,327814.45352360536,-161.07978997474746,242044766255.83267
34,854.6327590327563,327814.45352360536,-161.07978997474746,242940462484.15997
35,854.6327590327563,327814.45352360536,-161.07978997474746,243396390338.63306
36,848.5257965507938,322204.7241564624,-126.12573924603184,245199693554.3144
37,848.5257965507938,322204.7241564624,-126.12573924603184,247283350141.21606
38,848.5257965507938,322204.7241564624,-126.12573924603184,251711080377.72153
39,848.5257965507938,322204.7241564624,-126.12573924603184,256317984407.47876
40,848.5257965507938,322204.7241564624,-126.12573924603184,258457387746.2132
41,848.5257965507938,322204.7241564624,-126.12573924603184,264052609861.39203
42,848.5257965507938,322204.7241564624,-126.12573924603184,260412641159.76877
43,848.5257965507938,322204.7241564624,-126.12573924603184,262850506254.30386
44,848.5257965507938,322204.7241564624,-126.12573924603184,265166318807.52893
45,848.5257965507938,322204.7241564624,-126.12573924603184,276349322801.5021
46,848.5257965507938,322204.7241564624,-126.12573924603184,283622674867.3967
47,847.0111861611832,320845.1978471333,-121.10185461399718,285375705447.0495
48,844.6327590327563,318679.3580858745,-136.05548553030306,286118906519.1877
49,841.171178946176,315410.11894540896,-126.09729198051954,291714597262.2965
