Makespan,Energy,Reliability
887.8842020341993,358439.52658753755,-76.3165360353535
881.3833001582974,352519.0767119207,-81.1806630988456
856.3892525392498,329410.08524170413,-86.23099059884562
848.5257965507938,322206.2915821478,-116.1349936471862
847.0111861611832,320845.1978471333,-121.10185461399718
848.9184733184707,322652.8486810116,-101.11782873737377
856.1845267095241,329348.146937166,-101.11015341991343
848.5257965507938,322225.73364023946,-111.16159848845606
841.171178946176,315410.11894540896,-126.09729198051954
883.3106089606063,354281.14615822665,-81.3086638203463
902.5972251222227,372016.03422595037,-81.29009766955264
868.7413448913422,340820.6138953334,-91.11376684343435
858.3273838523811,331216.0782918268,-91.15278718975473
856.3892525392498,329442.9801813506,-96.17639795454548
848.5257965507938,322223.8368790742,-116.15236119047626
848.9184733184707,322660.3029578298,-106.12751759018762
854.8293679793651,328002.6690601744,-106.08382136724391
851.2756161756133,324858.10077038745,-106.09414563852816
855.6942669692642,328859.5813765201,-101.17193559163064
844.6327590327563,318679.3580858745,-136.05548553030306
848.5257965507938,322204.7241564624,-126.12573924603184
848.5257965507938,322193.479571585,-126.14930711038967
892.7328672578644,362870.8567571587,-81.36570282828279
845.8198080948052,319742.0374339263,-141.07155738455992
887.2593824093797,357842.4307405353,-86.36767414862912
858.3273838523811,331238.31599396246,-91.15665084415588
848.5257965507938,322224.3545025916,-116.15801630952389
856.6210346460318,329638.27987442055,-101.18619694805197
851.2756161756133,324731.8054532374,-111.08396623015878
851.2756161756133,324749.21566165006,-106.13900591269847
