Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,774.3906955406926,253207.72769911375,-135.84969469696975,39833388073.43959
1,768.8463232463203,248151.293503367,-110.85043587662337,46020846449.23817
2,768.8463232463203,248151.293503367,-110.85043587662337,47497239670.11291
3,768.8463232463203,248151.293503367,-110.85043587662337,51272526819.14503
4,765.164505064502,244776.28083355815,-120.70348796897544,52861369224.5388
5,763.2880620630592,243030.31905176176,-140.7106051406926,54744191419.32137
6,759.9624848624818,239928.7704738864,-115.79002536075035,54151450270.08764
7,756.5948802448772,236886.61263921834,-80.74594794372295,59724768283.57392
8,754.5665613415583,234958.2541727753,-125.75799271284272,65014763016.38791
9,753.5050534050503,234006.04412984598,-80.7225748917749,68435476345.0781
10,750.540948065945,231242.26695558912,-110.74264226190476,71338066913.96188
11,750.540948065945,231242.26695558912,-110.74264226190476,77724783112.06133
12,750.540948065945,231242.26695558912,-110.74264226190476,79868119368.53198
13,750.540948065945,231242.26695558912,-110.74264226190476,88527419969.9892
14,750.540948065945,231242.26695558912,-110.74264226190476,89866683631.61316
15,747.2343102593072,228219.61615854732,-90.7216994949495,91653997209.29321
16,747.2343102593072,228219.61615854732,-90.7216994949495,96766470494.95149
17,741.9695194945164,223387.0668868121,-85.66619870129871,98391653426.17673
18,741.9695194945164,223387.0668868121,-85.66619870129871,101410465283.05148
19,741.3670663920634,222841.8038092941,-95.76390524891775,104159675426.11353
20,737.3235959735929,219126.41244388284,-80.71797963564215,104824840001.28877
21,737.3235959735929,219126.41244388284,-80.71797963564215,104211956668.01393
22,737.3235959735929,219126.41244388284,-80.71797963564215,105902340604.75145
23,737.3235959735929,219126.41244388284,-80.71797963564215,106118626837.56769
24,737.3235959735929,219126.41244388284,-80.71797963564215,110163127872.99263
25,737.3235959735929,219126.41244388284,-80.71797963564215,110315000656.42804
26,731.96645311645,214188.40921112668,-85.73627532467533,113241798283.58401
27,731.96645311645,214188.40921112668,-85.73627532467533,113794658949.21419
28,731.96645311645,214188.40921112668,-85.73627532467533,113789175494.19798
29,731.96645311645,214188.40921112668,-85.73627532467533,114825151380.84735
30,731.96645311645,214188.40921112668,-85.73627532467533,116103792328.26617
31,731.0694473444443,213363.66330545564,-85.69554666305919,116085734908.06673
32,729.8194473444443,212210.64437872765,-85.68015717893219,119180713870.90308
33,726.2373766373736,208894.41756611224,-75.70898897907647,120739294892.03633
34,725.2361140111109,207988.30669051697,-85.61577662337663,121209359205.87692
35,725.2361140111109,207988.30669051697,-85.61577662337663,125408223823.84158
36,725.2361140111109,207988.30669051697,-85.61577662337663,126190662447.89854
37,725.2361140111109,207988.30669051697,-85.61577662337663,126483413388.96228
38,725.2361140111109,207988.30669051697,-85.61577662337663,126927750949.10295
39,725.2361140111109,207988.30669051697,-85.61577662337663,129211777059.74261
40,725.2361140111109,207988.30669051697,-85.61577662337663,131502154285.09076
41,725.2361140111109,207988.30669051697,-85.61577662337663,134866021642.04366
42,725.2361140111109,207988.30669051697,-85.61577662337663,139110767197.4844
43,725.2361140111109,207988.81813385754,-65.71540831529583,141866837967.73007
44,724.5389639389608,207358.55493003718,-60.667145959596,143929461840.54736
45,724.5389639389608,207358.55493003718,-60.667145959596,144540506474.47433
46,724.5389639389608,207358.55493003718,-60.667145959596,148963625311.55374
47,721.9027806777776,204918.48063692029,-70.65588510101014,146441139751.0272
48,721.9027806777776,204917.0044132767,-70.65259989177494,146701726585.26813
49,721.9027806777776,204917.0044132767,-70.65259989177494,152227781054.63074
