Generation,Best_Makespan,Best_Energy,Best_Reliability,Hypervolume
0,925.0263376763351,392531.7074594893,-151.51572328643576,217876122262.9971
1,925.0263376763351,392531.7074594893,-151.51572328643576,228374429634.22153
2,899.7756161756133,369348.3388335259,-126.56798774891774,237717262395.0833
3,899.7756161756133,369348.3388335259,-126.56798774891774,259665944261.52383
4,899.0804502304477,368685.0754118631,-116.43444148629155,274509919728.15216
5,899.0804502304477,368685.0754118631,-116.43444148629155,292769117190.31067
6,897.2671385421359,367005.60734274675,-121.40187777777787,301328273026.59125
7,887.9516623516598,358482.5853948898,-136.47922851370856,313363193533.39026
8,884.409995684993,355120.5001593196,-121.4084376551227,323824422067.3679
9,884.409995684993,355120.5001593196,-121.4084376551227,328754945169.1616
10,884.409995684993,355120.5001593196,-121.4084376551227,343440736767.0975
11,884.409995684993,355120.5001593196,-121.4084376551227,353673837704.6783
12,874.7492813992787,346218.2545180029,-101.36354477272732,364637724226.69336
13,874.5918138668111,346083.3201024221,-96.37512314574322,376616342987.35565
14,871.6976940976914,343406.8084330499,-126.34146906926414,407361185006.5993
15,871.6976940976914,343406.8084330499,-126.34146906926414,423931792305.01575
16,864.1994978494952,336520.10237731395,-101.36994278860037,442465805894.5025
17,864.1994978494952,336520.10237731395,-101.36994278860037,455168011719.8288
18,863.1574704324677,335537.05039285135,-116.25037527777785,458099351659.74023
19,863.1574704324677,335537.05039285135,-116.25037527777785,465944245885.4508
20,863.1574704324677,335537.05039285135,-116.25037527777785,465322970334.71344
21,863.1574704324677,335537.05039285135,-116.25037527777785,484176452313.9478
22,863.1574704324677,335537.05039285135,-116.25037527777785,489195091123.916
23,863.1574704324677,335550.4097286089,-106.2917885353536,489492668103.06995
24,862.848487748485,335280.82726438815,-101.3201033405484,492348695272.9314
25,862.848487748485,335280.82726438815,-101.3201033405484,501765143776.6378
26,862.848487748485,335280.82726438815,-101.3201033405484,510056059746.17737
27,862.848487748485,335280.82726438815,-101.3201033405484,505951080943.56354
28,862.3134949634922,334792.92195352237,-106.2478377092353,505157779830.05383
29,862.1345627845601,334580.64922117395,-121.20191266233769,502848601458.1766
30,861.0203852953825,333600.6957550375,-121.21729282467541,504068687531.28235
31,861.0203852953825,333600.6957550375,-121.21729282467541,511593192007.4079
32,859.5151544151518,332254.75043896976,-116.2710775468976,506020488388.90015
33,859.5151544151518,332209.79846105125,-111.24698964285719,511678043549.1358
34,859.4848513848486,332208.68025538384,-111.27556503968265,510692353794.7178
35,859.4848513848486,332208.68025538384,-111.27556503968265,513889079351.4084
36,857.1103925103897,329985.37042916805,-121.13642415584424,517000651267.2139
37,855.6699163199137,328718.1532179849,-126.17543103174607,511632404448.8054
38,855.6699163199137,328718.1532179849,-126.17543103174607,515403716788.6013
39,855.6699163199137,328718.1532179849,-126.17543103174607,511801390163.13354
40,855.6699163199137,328692.75394543074,-126.16110007936514,511512288491.78754
41,855.6699163199137,328652.9055363182,-116.204611940837,516118798810.2374
42,855.6699163199137,328652.9055363182,-116.204611940837,517331977847.8578
43,855.6699163199137,328652.9055363182,-116.204611940837,518018444079.2868
44,855.6699163199137,328652.9055363182,-116.204611940837,525882520649.70404
45,855.6699163199137,328652.9055363182,-116.204611940837,523776543455.7726
46,854.8921385421359,327983.33511373523,-116.08835424603183,522907017907.4974
47,854.8921385421359,327983.33511373523,-116.08835424603183,523582848221.9925
48,848.5573622073595,322108.00615754473,-96.12225100649356,534396718750.87103
49,848.5573622073595,322108.00615754473,-96.12225100649356,538907199210.4545
