Generation,Best_Makespan,Best_Energy,Best_Reliability,Action,Reward,State_Div,State_Imp,State_HV,Hypervolume
0,768.0685454685424,247414.41622727393,-95.81542958152959,Balanced,-0.6541235374787467,High,Fast,Flat,46360332728.19234
1,768.0685454685424,247414.41622727393,-95.81542958152959,Balanced,-0.8647860906347501,High,Stagnant,Rise,52628894555.84496
2,760.8896132896102,240810.2978927284,-105.75565833333327,Explore,12.261630507018415,High,Stagnant,Rise,56981216144.63899
3,760.8896132896102,240810.2978927284,-105.75565833333327,Balanced,-0.9188552538569196,High,Slow,Rise,61604942463.61972
4,760.8896132896102,240810.2978927284,-105.75565833333327,Explore,-0.9678194758056831,High,Stagnant,Rise,63587421805.05974
5,754.5595267095237,234992.36100215476,-110.70887494588739,Balanced,11.355609581261465,High,Stagnant,Rise,65210363646.498634
6,754.5595267095237,234992.36100215476,-110.70887494588739,Explore,-0.9712716674183899,High,Slow,Rise,67083748661.10298
7,754.5595267095237,234992.36100215476,-110.70887494588739,Exploit,-0.9569937468807739,High,Stagnant,Rise,69968769336.20892
8,754.5595267095237,234992.36100215476,-110.70887494588739,Balanced,-0.990384214312788,High,Stagnant,Rise,70641574026.94388
9,754.5595267095237,234992.36100215476,-110.70887494588739,Explore,-0.9882114291746659,High,Stagnant,Rise,71474337225.5736
10,750.5000028999998,231241.80800592466,-105.76107014790766,Balanced,9.085620440967139,High,Stagnant,Rise,73339576661.80255
11,747.382759032756,228362.5496152176,-100.74360748556998,Balanced,8.153974891098118,High,Slow,Rise,76033414401.63165
12,746.7045483545453,227737.16444015622,-95.72409384920634,Balanced,5.675206621883451,High,Slow,Rise,75805005742.01685
13,746.7045483545453,227737.16444015622,-95.72409384920634,Balanced,-0.9695703335760982,High,Slow,Flat,78111726780.00838
14,746.7045483545453,227737.16444015622,-95.72409384920634,Balanced,-0.9494490263644981,High,Stagnant,Rise,82060350621.0881
15,743.2918499418469,224638.5337412746,-90.73135514069263,Balanced,8.414122327705432,High,Stagnant,Rise,82177197585.81702
16,743.2918499418469,224638.5337412746,-90.73135514069263,Balanced,-0.919003853646524,High,Slow,Rise,88833233908.39636
17,738.556821081818,220263.53134155596,-90.72371307720057,Balanced,9.761253380585506,High,Stagnant,Rise,91162842877.14412
18,738.556821081818,220263.53134155596,-90.72371307720057,Balanced,-0.9798186717910978,High,Slow,Rise,93002630129.70435
19,738.556821081818,220263.53134155596,-90.72371307720057,Balanced,-0.988013488504376,High,Stagnant,Rise,94117407224.87732
20,738.556821081818,220263.53134155596,-90.72371307720057,Balanced,-1.0108601046323773,High,Stagnant,Rise,93095282334.68709
21,738.556821081818,220263.53134155596,-90.72371307720057,Exploit,-0.9743001426864916,High,Stagnant,Flat,95487817807.24933
22,738.3015902015871,220015.48221877098,-90.73660176767679,Balanced,5.271551002170746,High,Stagnant,Rise,97046190637.63373
23,736.5753997253967,218426.14128939147,-90.72166103896102,Balanced,6.745747813494817,High,Stagnant,Rise,98944155722.03473
